SMILES,name,tc_0C_W_mK,tc_10C_W_mK,tc_20C_W_mK,tc_30C_W_mK,tc_40C_W_mK,tc_50C_W_mK,tc_60C_W_mK,tc_70C_W_mK,tc_80C_W_mK,tc_90C_W_mK,tc_100C_W_mK
CC(C)(C)C1CCSCC1,4-tert-butylthiane,0.131454,0.13018821,0.128921265,0.12765132,0.12637743,0.125097225,0.12380939,0.122511925,0.12120283,0.119880105,0.118544
O=C(Cl)c1cccc(F)c1,3-fluorobenzoyl chloride,0.154535,0.152652635,0.15078636,0.14893351,0.147089715,0.14525103,0.1434124,0.141570195,0.139719415,0.13785569,0.135977
COc1cccc(Cl)c1O,2-chloro-6-methoxyphenol,0.150814,0.14922719,0.147659805,0.146113735,0.144589665,0.1430872799999999,0.141605895,0.14014614,0.138708755,0.13729237,0.135895
COc1c(O)cccc1Cl,3-chloro-2-methoxyphenol,0.152677,0.15098543,0.14931499,0.147668865,0.1460477399999999,0.1444513,0.14287886,0.1413304199999999,0.139806295,0.138306855,0.136829
COc1cc(Cl)ccc1O,4-chloro-2-methoxyphenol,0.150387,0.148806395,0.14724664,0.1457102,0.14419713,0.14270669,0.14123962,0.139794865,0.13837311,0.136974355,0.135595
COc1ccc(Cl)cc1O,5-chloro-2-methoxyphenol,0.152781,0.151068445,0.14937995,0.147718455,0.14608333,0.144473835,0.142891025,0.141334215,0.13980309,0.138297595,0.136815
ClC1=CCCCCCCC1,1-chlorocyclononene,0.132151,0.13085739,0.129562445,0.128264185,0.12696098,0.12565046,0.124330995,0.12300053,0.121657805,0.12030008,0.118928
CCCCC#CC(C)(C)Cl,2-chloro-2-methyl-3-octyne,0.124145,0.122827515,0.121507255,0.120182365,0.118850845,0.117510065,0.11615697,0.114790245,0.113407575,0.112006275,0.110586
C=CC(Cl)=CC(C)(C)CC,"5,5-dimethyl-3-chloro-1,3-heptadiene",0.113615,0.112371825,0.111124935,0.109871415,0.10860895,0.10733517,0.106048445,0.104746405,0.1034271049999999,0.10208749,0.100728
ClCCSCCCl,bis(2-chloroethyl) sulfide,0.156166,0.15422694,0.1523089249999999,0.150408965,0.14852343,0.14664732,0.14477595,0.14290469,0.141027855,0.139141075,0.137243
N#CCCC(=O)c1ccccc1,"propanenitrile, 3-benzoyl-",0.200522,0.198503425,0.196505355,0.194528025,0.1925680649999999,0.1906228449999999,0.18868868,0.18676257,0.18484183,0.18292383,0.181005
COc1ccc(C=CC#N)cc1,4-methoxycinnamonitrile,0.169821,0.1683929599999999,0.166982945,0.165590985,0.16421471,0.16285312,0.1615049,0.16016805,0.1588412,0.157523405,0.156211
Nc1ccc(O)c2ccccc12,4-amino-1-naphthol,0.272332,0.26989407,0.267481835,0.265099655,0.26274579,0.260420925,0.258124745,0.25585688,0.253618015,0.25140752,0.249222
CC1(c2ccccc2)OC1C#N,3-methyl-3-phenyl-oxiranecarbonitrile,0.161377,0.15997926,0.15858326,0.157187575,0.155791315,0.15439137,0.15298748,0.1515772749999999,0.15015944,0.14873229,0.147296
CC1=Nc2ccccc2C(=O)C1,2-methyl-4-quinolone,0.218497,0.21668685,0.214877165,0.21306785,0.21125659,0.209441015,0.207619495,0.2057899749999999,0.203951195,0.2021001,0.200237
Nc1ccc2cccc(O)c2c1,2-amino-8-naphthol,0.272271,0.26985926,0.267472395,0.265114215,0.26278435,0.260482855,0.25820899,0.255963495,0.25374563,0.251556135,0.249391
Nc1cccc2ccc(O)cc12,1-amino-7-naphthol,0.272271,0.26985926,0.267472395,0.265114215,0.26278435,0.260482855,0.25820899,0.255963495,0.25374563,0.251556135,0.249391
Nc1c(O)ccc2ccccc12,1-amino-2-naphthol,0.271256,0.268876655,0.26652216,0.264195295,0.2618968,0.259625305,0.257381125,0.255164945,0.252976135,0.250813955,0.248676
Cn1ccc2ccccc2c1=O,"1(2H)-isoquinolinone, 2-methyl-",0.271717,0.269260345,0.26683311,0.264436245,0.26206712,0.25972205,0.257398035,0.25509239,0.2528028,0.25052595,0.248258
CC(C)n1ccc2ccccc21,"indole, 1-isopropyl-",0.229177,0.227289225,0.22540454,0.22352054,0.221635595,0.219747335,0.21785413,0.21595361,0.21404446,0.212124365,0.210193
CCOC(=O)C(N)CC(C)C,L-leucine ethyl ester,0.184172,0.18203427,0.179888805,0.177730765,0.175556095,0.173362165,0.17114466,0.16889921,0.1666225,0.164310845,0.161965
CC(C)(C)CC(C)(C)[N+](=O)[O-],"pentane, 2,2,4-trimethyl-4-nitro-",0.122944,0.12168262,0.12043503,0.11920081,0.1179776449999999,0.116763165,0.115555425,0.11435137,0.113149685,0.111948055,0.110745
CCCCCCCC[N+](=O)[O-],1-nitrooctane,0.156504,0.155173365,0.153844365,0.1525150499999999,0.1511844199999999,0.14985116,0.14851327,0.147169065,0.14581723,0.144456395,0.143087
CCOCCCN(CC)CC,.gamma.-ethoxypropyldiethylamine,0.143563,0.141786985,0.14000252,0.13820548,0.136392125,0.13455988,0.13270369,0.130820555,0.12890716,0.126959505,0.124978
C=C(C)C(Cl)(Cl)Cl,"1,1,1-trichloro-2-methyl-2-propene",0.105223,0.10403189,0.102835685,0.101631535,0.100416503,0.099188293,0.097945201,0.096684553,0.0954039175,0.0941009205,0.0927762
CC(CCl)=C(Cl)Cl,"1,1,3-trichloro-2-methyl-1-propene",0.114795,0.11353184,0.11226595,0.11099343,0.10971228,0.10841987,0.10711346,0.10579179,0.104451805,0.10309156,0.10171
C=C(Cl)C(Cl)CCl,"2,3,4-trichloro-1-butene",0.119598,0.11810576,0.11660598,0.11509357,0.113566215,0.1120206,0.110452725,0.10885922,0.10723714,0.10558243,0.103897
BrBr,bromine,0.217829,0.214678845,0.211544995,0.20841705,0.20528201,0.20212656,0.198937645,0.19570269,0.19240727,0.189039755,0.185597
FCI,"methane, fluoroiodo-",0.0816311,0.0805112265,0.0793795385,0.0782316425,0.0770643385,0.0758744265,0.074658738,0.07341411,0.072137274,0.07082503,0.0694787
FC(F)(F)Cc1ccccc1,"(2,2,2-trifluoroethyl)-benzene",0.109965,0.10858278,0.107191,0.10578659,0.104366605,0.102927305,0.10146643,0.0999802715,0.0984667955,0.096922132,0.0953476
Cc1cccc(C(F)(F)F)c1,1-methyl-3-(trifluoromethyl)benzene,0.0972677,0.0959962395,0.0947157595,0.0934223345,0.0921129645,0.090784618,0.089434258,0.0880588585,0.086655277,0.0852205875,0.0837558
C1OCC2(CO1)COCOC2,pentaerythritol diformal,0.177644,0.175648875,0.173683325,0.17174683,0.16983576,0.167945745,0.166073155,0.164213305,0.16236251,0.160517455,0.158674
Oc1ccc2ccccc2c1O,"1,2-naphthalenediol",0.261098,0.258871535,0.25666778,0.25448797,0.25233353,0.25020309,0.248096965,0.246015525,0.2439584,0.241925645,0.239914
Oc1cc(O)c2ccccc2c1,"1,3-naphthalenediol",0.262998,0.260689705,0.258404895,0.256146085,0.253913275,0.251706465,0.249525655,0.2473708449999999,0.24524172,0.24313791,0.241057
Oc1ccc(O)c2ccccc12,"1,4-naphthalenediol",0.262043,0.259766155,0.257511345,0.255282535,0.25307941,0.250901285,0.248748475,0.24662135,0.244519225,0.2424421,0.240387
Oc1cc2ccccc2cc1O,"2,3-naphthalenediol",0.262998,0.260689705,0.258404895,0.256146085,0.253913275,0.251706465,0.249525655,0.2473708449999999,0.24524172,0.24313791,0.241057
Oc1ccc2ccc(O)cc2c1,"2,7-dihydroxynaphthalene",0.263806,0.261458105,0.25913424,0.25683906,0.25457188,0.252332385,0.250120205,0.24793571,0.24577853,0.24364872,0.241543
COC(=O)C#Cc1ccccc1,methyl phenylpropynoate,0.171311,0.16951667,0.167740655,0.1659826949999999,0.164239475,0.162507625,0.16078483,0.15906809,0.15735409,0.15563946,0.153922
CCOC(=O)CCCC(=O)[O-],"pentanedioic acid, ethyl ester",0.17303,0.171277805,0.169523545,0.167764655,0.16599882,0.16422367,0.162437575,0.16063722,0.158819865,0.15698425,0.15513
CC(C)(C)C(C(=O)O)C(=O)O,tert-butylpropanedioic acid,0.169158,0.16648207,0.163888105,0.16138125,0.15895582,0.15660587,0.154324975,0.152108875,0.149950885,0.147845005,0.145782
COC(=O)CCCCC(=O)O,monomethyl adipate,0.174326,0.17256334,0.17079808,0.16902819,0.16725167,0.16546589,0.163667795,0.161855755,0.160027085,0.158179785,0.156314
COC(=O)/C(OC)=C(\C)OC,"2-butenoic acid, 2,3-dimethoxy-, methyl ester, (Z)-",0.157785,0.155965755,0.1541399199999999,0.152303825,0.15045347,0.1485858,0.146698555,0.144787365,0.14284923,0.140880835,0.138883
COC(=O)CCCC(=O)OC,dimethyl pentanedioate,0.161299,0.15960376,0.15790587,0.15620198,0.15449083,0.152768735,0.15103301,0.149281025,0.147509725,0.14571748,0.143904
COC(=O)/C(OC)=C(/C)OC,"(E)-2,3-dimethoxy-2-butenoic acid methyl ester",0.157785,0.155965755,0.1541399199999999,0.152303825,0.15045347,0.1485858,0.146698555,0.144787365,0.14284923,0.140880835,0.138883
CCOC(=O)CCC(=O)OC,ethyl methyl butanedioate,0.161464,0.159694505,0.157919615,0.15613715,0.15434337,0.152536015,0.150711345,0.148867415,0.14700054,0.145108035,0.143191
CC(=O)OCCCOC(C)=O,"1,3-propandiol diacetate",0.15821,0.156380605,0.154544455,0.15269736,0.150836635,0.148959335,0.14706109,0.1451389,0.14318945,0.141209055,0.139198
O=C(O)CCCCCC(=O)O,"1,7-heptanedioic acid",0.171651,0.169966525,0.16831066,0.166683165,0.16508204,0.1635056,0.1619519,0.16041757,0.158900925,0.157400335,0.155912
CC(C)(CCC(=O)O)C(=O)O,"2,2-dimethylpentanedioic acid",0.173028,0.171119595,0.169242675,0.16739681,0.165579,0.163786875,0.16201786,0.160267845,0.15853557,0.156817035,0.155108
CC(=O)OCC(C)OC(C)=O,"1,2-propanediyl diethanoate",0.156065,0.15420584,0.152338375,0.15045865,0.1485632949999999,0.14664968,0.144713805,0.14275167,0.140759905,0.13873588,0.136681
CC(C)(CC(=O)O)CC(=O)O,"3,3-dimethylglutaric acid",0.159399,0.15800815,0.156618465,0.15522915,0.153838205,0.15244426,0.151046055,0.149641165,0.14822933,0.146807865,0.145377
COCCOC(=O)CC(C)=O,3-Oxo-butanoic acid 2-methoxyethyl ester,0.191606,0.189627615,0.18764704,0.18566115,0.18366737,0.18166159,0.179642235,0.17760525,0.175548005,0.17346713,0.171364
C=C(OC)C(OC)C(=O)OC,"3-butenoic acid, 2,3-dimethoxy-, methyl ester",0.163961,0.162016065,0.160064545,0.15810345,0.156128095,0.154134795,0.152120235,0.15008073,0.148012335,0.145909995,0.143776
CC(C(=O)O)C(C)(C)C(=O)O,"butanedioic acid, trimethyl-",0.160188,0.15798697,0.155845445,0.15376703,0.15174667,0.14978105,0.147865855,0.14599703,0.144171315,0.142383655,0.140628
CCOC(=O)CC(=O)OCC,"diethyl 1,3-propanedioate",0.161244,0.15939651,0.157550825,0.15570488,0.153854675,0.151996525,0.150127115,0.148242445,0.146338515,0.14441164,0.142462
CCC(C(=O)OC)C(=O)OC,dimethyl ethylmalonate,0.155391,0.15363623,0.15187571,0.150106245,0.148324835,0.146528795,0.14471518,0.14287962,0.141019745,0.139133295,0.137219
CC(CCCC(=O)O)C(=O)O,2-methylhexanedioic acid,0.181259,0.179176785,0.17712681,0.175109945,0.173121765,0.17116001,0.169219995,0.167298035,0.165390815,0.16349465,0.161606
CCCCCCOC(=O)CO,hexyl hydroxyethanoate,0.161025,0.159046915,0.157098625,0.155184335,0.15330373,0.15145644,0.14964315,0.14786323,0.146115625,0.14440102,0.142716
CCCCCCCC(=O)OO,octaneperoxoic acid,0.167977,0.165723235,0.163504205,0.16132349,0.159181775,0.15707906,0.155014715,0.152988,0.15099997,0.149049625,0.147133
CCCCCOC(=O)C(C)O,pentyl 2-hydroxypropanoate,0.153167,0.15129236,0.1494464399999999,0.14763252,0.145850285,0.144099365,0.14238013,0.140691895,0.13903466,0.137408425,0.13581
CCCC(O)CC(=O)OCC,"hexanoic acid, 3-hydroxy-, ethyl ester",0.153148,0.151267155,0.149414865,0.14759626,0.14581034,0.144056735,0.142335815,0.140646895,0.138989975,0.1373647399999999,0.135768
CC(C)C1COC(C)(O)OC1,"trans-2-hydroxy-2-methyl-5-(1-methylethyl)-1,3-dioxane",0.153306,0.15133149,0.149389145,0.147483485,0.14561351,0.14377885,0.141979875,0.1402159,0.138486925,0.136792635,0.135129
CO[C@H]1O[C@H](C)CC(C)(C)O1,"trans-2-methoxy-4,6,6-trimethyl-1,3-dioxane",0.149612,0.147922705,0.14622687,0.14452109,0.14280205,0.14106638,0.13931145,0.137534205,0.13573207,0.133900935,0.132043
CCCCOC(=O)CCOC,"propanoic acid, 3-methoxy-, butyl ester",0.165438,0.163541815,0.16163998,0.159728515,0.157805105,0.15586612,0.153907505,0.15192663,0.149919495,0.147882415,0.145817
CCCCC(O)C(=O)OCC,ethyl 2-hydroxyhexanoate,0.159608,0.15744327,0.155314185,0.153225785,0.1511777,0.149169985,0.14720127,0.145271555,0.14338084,0.141529125,0.139712
CCCCOC(C)C(=O)OC,methyl 2-butoxypropanoate,0.153359,0.151433105,0.1494960099999999,0.147544025,0.145572095,0.14357659,0.14155314,0.13949843,0.13740846,0.135278915,0.13311
CO[C@H]1O[C@@H](C)CC(C)(C)O1,"cis-2-methoxy-4,6,6-trimethyl-1,3-dioxane",0.149612,0.147922705,0.14622687,0.14452109,0.14280205,0.14106638,0.13931145,0.137534205,0.13573207,0.133900935,0.132043
CCCCOCCOC(C)=O,2-butoxyethyl acetate,0.163555,0.16163983,0.159719625,0.1577908449999999,0.155849435,0.15389245,0.15191552,0.1499153299999999,0.147888195,0.1458308,0.143743
CO[C@H]1CO[C@@H](C(C)C)OC1,"cis-5-methoxy-2-(1-methylethyl)-1,3-dioxane",0.161554,0.15976878,0.157977945,0.156177165,0.154363755,0.152535085,0.15068747,0.14881791,0.14692372,0.145001955,0.143052
COCCOC1CCCCO1,2-(2-Methoxyethoxy)-tetrahydro-2H-pyran,0.174139,0.17226732,0.170393115,0.168511595,0.166620815,0.164716775,0.162796105,0.160856175,0.1588933,0.15690448,0.154891
CCCCOC(C)OC(C)=O,1-butoxyethyl ethanoate,0.149941,0.148145685,0.146340905,0.144522865,0.14268788,0.140832635,0.138953445,0.13704668,0.135108285,0.13313563,0.131129
CC(C)C1OCC(CO)CO1,"1,3-dioxane-5-methanol, 2-(1-methylethyl)-, trans-",0.168069,0.165899695,0.16376498,0.16166895,0.15961092,0.15759089,0.15560886,0.153664515,0.15175717,0.14988651,0.148049
CC(C)[C@H]1OC[C@@H](CO)CO1,"1,3-dioxane-5-methanol, 2-(1-methylethyl)-, cis-",0.168069,0.165899695,0.16376498,0.16166895,0.15961092,0.15759089,0.15560886,0.153664515,0.15175717,0.14988651,0.148049
CO[C@H]1CO[C@H](C(C)C)OC1,"1,3-dioxane, 5-methoxy-2-(1-methylethyl)-, trans-",0.161554,0.15976878,0.157977945,0.156177165,0.154363755,0.152535085,0.15068747,0.14881791,0.14692372,0.145001955,0.143052
COCCC1COC(C)(C)O1,"1,3-Dioxolane, 4-(2-methoxyethyl)-2,2-dimethyl- (7CI)",0.156213,0.15443041,0.15264126,0.15084148,0.14902844,0.147198455,0.14534821,0.14347402,0.1415732,0.139642805,0.137682
N#CC1C2CCC(CC2)C1C#N,"cis-bicyclo[2.2.2]octane-2,3-dicarbonitrile",0.163069,0.16184507,0.1606237,0.15940433,0.1581860149999999,0.156967015,0.1557477,0.154526755,0.1533024949999999,0.15207392,0.150841
CN(C)C(C#N)c1ccccc1,"acetonitrile, (dimethylamino)phenyl-",0.151163,0.149775095,0.148388095,0.14700015,0.145609205,0.144214315,0.14281311,0.141404275,0.139985495,0.138554715,0.137113
CCCCC=Cc1ccccc1,"1-hexene, 1-phenyl-",0.157517,0.15602176,0.154524815,0.15302487,0.151520665,0.15000946,0.1484899949999999,0.14695953,0.14541712,0.143860395,0.142289
C/C=C(/CCC)c1ccccc1,3-phenyl-2-hexene,0.141871,0.140418305,0.13896436,0.13750647,0.136042265,0.134570115,0.13308702,0.131590925,0.130080255,0.128551585,0.127006
CC/C=C(/CC)c1ccccc1,3-phenyl-3-hexene,0.139565,0.138081225,0.1365946499999999,0.135102445,0.13360198,0.1320902,0.130565475,0.129025435,0.12746782,0.125889205,0.124291
C=CCCCCc1ccccc1,"benzene, 5-hexenyl-",0.150659,0.14914772,0.147635405,0.146120515,0.1445996249999999,0.143071475,0.14153301,0.1399825999999999,0.13841756,0.13683589,0.135237
Cc1cc(C)c2c(c1)CCC2C,"1H-indene, 2,3-dihydro-1,5,7-trimethyl-",0.108125,0.107129575,0.10613426,0.105137945,0.104140315,0.10313974,0.102134165,0.10112296,0.1001046605,0.0990783995,0.0980436
Cc1cc2c(c(C)c1C)CCC2,"1H-indene, 2,3-dihydro-4,5,6-trimethyl-",0.100589,0.099660932,0.098733669,0.097805828,0.0968762089999999,0.0959436435,0.0950069685,0.094064947,0.0931164474999999,0.09216027,0.0911963
Cc1ccc2c(c1)CCC2(C)C,"2,3-dihydro-1,1,5-trimethyl-1H-indene",0.114642,0.11348523,0.112326915,0.111166025,0.109999765,0.108828245,0.10764841,0.10645926,0.10525948,0.10404707,0.102822
Cc1ccc2c(c1C)CC(C)C2,"2,3-dihydro-2,4,5-trimethyl-1H-indene",0.107944,0.10694826,0.105951945,0.104954,0.103953055,0.102948165,0.10193759,0.10092107,0.0998963295,0.0988626055,0.0978201
Cc1ccc2c(c1C)CCCC2,"5,6-dimethyl-1,2,3,4-tetrahydronaphthalene",0.112515,0.111499275,0.11048459,0.10946996,0.108453645,0.10743507,0.10641181,0.10538392,0.1043494,0.10330688,0.102257
CCc1ccc2c(c1)CCC2C,"2,3-dihydro-5-ethyl-1-methyl-1H-indene",0.119036,0.11797936,0.11692336,0.11586673,0.1148081,0.11374684,0.11268095,0.111608745,0.11052954,0.10944239,0.108347
Cc1cccc2c1CCC(C)C2,"2,5-dimethyl-1,2,3,4-tetrahydronaphthalene",0.116331,0.115300235,0.11426892,0.11323629,0.11220103,0.11116177,0.110117565,0.109066675,0.108008525,0.10694069,0.105865
Cc1cc(C)c2c(c1C)CCC2,"4,5,7-trimethylindan",0.100589,0.099660932,0.098733669,0.097805828,0.0968762089999999,0.0959436435,0.0950069685,0.094064947,0.0931164474999999,0.09216027,0.0911963
C=Cc1ccc(CCCC)cc1,"styrene, 4-butyl-",0.139499,0.138165105,0.13683179,0.13549653,0.134156955,0.13281175,0.13145923,0.130097765,0.128724985,0.127339575,0.125941
Cc1ccc2c(c1)C(C)CC2C,"2,3-dihydro-1,3,5-trimethyl-1H-indene",0.115055,0.113981005,0.11290769,0.111832745,0.1107548,0.109673225,0.10858602,0.107491815,0.106389665,0.105277515,0.104156
CC(C)=CC(C)c1ccccc1,"benzene, (1,3-dimethyl-2-butenyl)-",0.135445,0.134048315,0.132648055,0.13124285,0.12983033,0.128408865,0.12697577,0.125529045,0.12406669,0.122586705,0.121089
C[C@H]1Cc2ccccc2[C@H](C)C1,"naphthalene, 1,2,3,4-tetrahydro-1,3-dimethyl-, trans-",0.127415,0.126257545,0.12510023,0.123941285,0.122779655,0.121614765,0.120443875,0.119266355,0.11808052,0.116885055,0.11568
Cc1ccc(C=CC(C)C)cc1,1-methyl-4-(3-methyl-1-butenyl)benzene,0.1377,0.13637431,0.135047365,0.133717105,0.132382215,0.131040695,0.12969086,0.12833108,0.12695867,0.12557226,0.124173
C1C2C3CC(C12)C1C2CC2CC31,"pentacyclo[6.3.1.02,7.03,5.09,11]dodecane",0.107238,0.106137185,0.10503587,0.103932295,0.10282372,0.1017092,0.100586617,0.099454826,0.0983112255,0.0971543265,0.0959842
C=C(C)c1ccc(C(C)C)cc1,1-isopropyl-4-isopropenylbenzene,0.119646,0.118448945,0.117251315,0.116051055,0.11484648,0.11363596,0.112417125,0.11118866,0.109948565,0.10869484,0.107428
CC(C)C1Cc2ccccc2C1,"1H-indene, 2,3-dihydro-2-(1-methylethyl)-",0.126347,0.125175135,0.124003505,0.12283019,0.121654615,0.12047404,0.11928752,0.118093,0.11688985,0.115676385,0.114452
C=Cc1cc(CC)ccc1CC,"2,5-diethylstyrene",0.126935,0.12573763,0.124539,0.123338055,0.122133165,0.120922275,0.119704755,0.11847892,0.11724314,0.11599536,0.114737
C=C(c1ccccc1)C(C)(C)C,"3,3-dimethyl-2-phenylbutene",0.119442,0.11818825,0.116939825,0.115695455,0.114453085,0.11321114,0.11196588,0.11071599,0.10945947,0.10819432,0.106919
C=Cc1cc(CC)cc(CC)c1,"3,5-diethylstyrene",0.124453,0.123289655,0.12212571,0.120958765,0.119787875,0.1186113,0.11742878,0.11623763,0.115036165,0.113823385,0.1126
CCC=Cc1ccc(C)c(C)c1,"4-(1-butenyl)-1,2-dimethylbenzene",0.131451,0.13020125,0.128950935,0.127698675,0.1264421,0.125179895,0.123910375,0.12263254,0.121344445,0.120043665,0.118732
CC(C)c1cccc2c1CCC2,4-(1-methylethyl)indan,0.118467,0.117352775,0.11623746,0.115120515,0.114000255,0.11287505,0.111742845,0.11060301,0.10945386,0.10829408,0.107123
C=Cc1cccc(C(C)(C)C)c1,m-tert-butylstyrene,0.119937,0.11884828,0.11775965,0.116668705,0.11557476,0.114476555,0.113371665,0.112260145,0.111139995,0.11000953,0.108869
CC=Cc1c(C)cc(C)cc1C,"1-(1-propenyl)-2,4,6-trimethylbenzene",0.115234,0.1141548,0.113074485,0.111992225,0.110905965,0.109815075,0.108717555,0.107612035,0.106497885,0.10537342,0.104239
CCC=Cc1ccc(C)cc1C,"1-(1-butenyl)-2,4-dimethylbenzene",0.130776,0.129538345,0.128300715,0.127060455,0.12581588,0.124565675,0.12330847,0.122043005,0.12076654,0.119478445,0.118179
CCC=Cc1ccc(CC)cc1,1-(1-butenyl)-4-ethylbenzene,0.143528,0.14216171,0.14079508,0.139426135,0.138053245,0.13667404,0.135287205,0.13389074,0.1324829599999999,0.131062235,0.129628
CCC(=Cc1ccccc1)CC,"1-butene, 2-ethyl-1-phenyl-",0.143452,0.14196428,0.1404753349999999,0.13898276,0.13748424,0.135977405,0.13446031,0.1329299,0.13138423,0.12982056,0.12824
CC=CC(C)c1ccc(C)cc1,1-methyl-4-(1-methyl-2-butenyl)benzene,0.122338,0.12237785,0.1223407599999999,0.122217985,0.1220095799999999,0.12171449,0.121333715,0.12086731,0.120314535,0.11967613,0.11896
CC(C)(C)C=Cc1ccccc1,"benzene, [(1E)-3,3-dimethyl-1-butenyl]-",0.137386,0.136073405,0.134759775,0.1334432,0.132121625,0.13079379,0.129456955,0.128110175,0.12675108,0.12537867,0.123993
Cc1ccc2c(c1)C(C)(C)CC2,"2,3-dihydro-1,1,6-trimethyl-1H-indene",0.108726,0.107648115,0.10656817,0.105485225,0.10439865,0.103306445,0.102206925,0.10109846,0.099979184,0.0988485315,0.0977057
Cc1cccc2c1CC(C)CC2,"2,8-dimethyltetralin",0.118972,0.11785057,0.116728255,0.11560431,0.11447705,0.113344845,0.11220564,0.111058805,0.109902655,0.10873556,0.107557
CCc1cc2c(cc1C)CCC2,5-ethyl-6-methylindan,0.113159,0.11209973,0.1110411,0.109980785,0.10891821,0.10785095,0.10677906,0.10570054,0.104613705,0.10351724,0.102411
CCCCC(OCC)OCC,"pentane, 1,1-diethoxy-",0.15698,0.154944455,0.1528961,0.1508298,0.14874161,0.14662616,0.14447945,0.142297165,0.1400749349999999,0.13780913,0.135501
CCCC(C)(O)CC(C)(C)O,"2,4-dimethyl-2,4-heptanediol",0.139571,0.13766128,0.13578462,0.133943645,0.132137985,0.13036801,0.12863335,0.12693406,0.12526877,0.12363748,0.122037
CC(O)CC(C)CC(C)(C)O,"2,4-dimethyl-2,6-heptanediol",0.151351,0.14911159,0.14691145,0.14475531,0.14264317,0.1405744,0.138547945,0.13656449,0.134623405,0.132723635,0.130861
CC(C)CC(O)CC(C)(C)O,"2,4-heptanediol, 2,6-dimethyl-",0.145432,0.14345749,0.141515145,0.1396098,0.13774114,0.13590848,0.13411182,0.132350845,0.13062487,0.128933895,0.127274
CCC(C)(O)CC(O)C(C)C,"2,5-dimethyl-3,5-heptanediol",0.145432,0.14345749,0.141515145,0.1396098,0.13774114,0.13590848,0.13411182,0.132350845,0.13062487,0.128933895,0.127274
CC(C)(O)CCCC(C)(C)O,"2,6-Dimethyl-2,6-heptanediol",0.131907,0.130497315,0.12910493,0.1277326,0.126379215,0.1250462,0.1237325,0.1224388,0.121164785,0.1199104,0.118675
CC(C)(O)CCCCCCO,"7-methyl-1,7-octanediol",0.15892,0.15685351,0.15481885,0.152820505,0.15085853,0.14893187,0.147040895,0.145184605,0.143362945,0.14157634,0.13982
COC(C)(C)CCC(C)(C)O,"2-methoxy-2,5-dimethylhexane-5-ol",0.132755,0.130848225,0.12897551,0.12714148,0.125345765,0.123588735,0.12186939,0.12018736,0.1185427,0.11693467,0.11536
CCCC(CCCO)C(C)O,"4-propyl-1,5-hexanediol",0.165476,0.16338169,0.161318715,0.159291055,0.15729908,0.15534179,0.153418815,0.151530525,0.14967592,0.147854945,0.146064
CCCC(O)CCC(O)CC,"3,6-nonanediol",0.164119,0.162027635,0.15996766,0.157943315,0.155955025,0.154001365,0.15208339,0.1502001,0.148351125,0.14653652,0.144752
CCCCC(O)C(O)CCC,"4,5-nonanediol",0.163952,0.16192322,0.15992067,0.15794749,0.15600294,0.154088075,0.15220221,0.15034566,0.148518795,0.146721245,0.144951
CCCC(O)(CC)CCCO,"4-ethyl-1,4-heptanediol",0.15892,0.15685351,0.15481885,0.152820505,0.15085853,0.14893187,0.147040895,0.145184605,0.143362945,0.14157634,0.13982
CCC(O)(CC)CCCCO,"5-ethyl-1,5-heptanediol",0.15892,0.15685351,0.15481885,0.152820505,0.15085853,0.14893187,0.147040895,0.145184605,0.143362945,0.14157634,0.13982
CC=C(C)c1cc(C)cc(C)c1,"1,3-dimethyl-5-(1-methyl-1-propenyl)benzene",0.117447,0.11635076,0.115254445,0.114156815,0.113056555,0.111951665,0.11084109,0.1097242549999999,0.10859842,0.107462955,0.106317
CC(C)(CCCO)CCCO,"4,4-dimethyl-1,7-heptanediol",0.161207,0.159199465,0.157221175,0.15527657,0.153364965,0.151486045,0.1496394399999999,0.14782552,0.146043285,0.144292365,0.14257
Cc1ccc2c(c1)CCC(C)C2,"2,6-dimethyltetralin",0.119566,0.118417065,0.11726775,0.11611712,0.11496386,0.11380597,0.112641765,0.11146993,0.110288465,0.109095685,0.107892
CC(O)C(C)CCCCCO,"6-methyl-1,7-octanediol",0.165476,0.16338169,0.161318715,0.159291055,0.15729908,0.15534179,0.153418815,0.151530525,0.14967592,0.147854945,0.146064
CCCCC(C)(O)CC(C)O,"4-methyl-2,4-octanediol",0.151518,0.149498945,0.147513285,0.145563625,0.14365028,0.141773305,0.139931645,0.138125985,0.136355695,0.13461972,0.132915
Cc1cc2c(cc1C)CCCC2,"6,7-dimethyl-1,2,3,4-tetrahydronaphthalene",0.11323,0.112180565,0.111130935,0.11007899,0.109024045,0.10796547,0.106901265,0.10583006,0.104751225,0.10366276,0.102564
CCc1ccc2c(c1)CCCC2,6-ethyltetralin,0.123285,0.122160255,0.12103694,0.11991231,0.118785365,0.117655105,0.116520215,0.115378695,0.11422886,0.11306971,0.111901
Cc1ccc(C)c2c1CCC2C,"2,3-dihydro-1,4,7-trimethyl-1H-indene",0.108125,0.107129575,0.10613426,0.105137945,0.104140315,0.10313974,0.102134165,0.10112296,0.1001046605,0.0990783995,0.0980436
Cc1cc(C)c2c(c1)CCCC2,"5,7-dimethyl-1,2,3,4-tetrahydronaphthalene",0.110308,0.109332875,0.10835819,0.10738356,0.10640693,0.105427355,0.104443095,0.103454205,0.102458685,0.101455165,0.100444
