SMILES,name,FOM1_0C,FOM1_10C,FOM1_20C,FOM1_30C,FOM1_40C,FOM1_50C,FOM1_60C,FOM1_70C,FOM1_80C,FOM1_90C,FOM1_100C
C/C=C/C=C/CCCC,"2,4-nonadiene",91.58498110473228,95.3486589537236,98.8940277544185,102.1380217211474,105.10383495089836,107.85117899816588,110.34602731193914,112.70607662772612,114.82807058681726,116.80259888682096,118.711242625696
CCCCC1CC=CC1,"cyclopentene, 4-butyl-",68.8950157289308,73.44816301475747,78.06704975528375,82.51803939023696,86.81714122813368,90.93170274692991,94.85660826151452,98.553152026565,102.0763172581704,105.3697108061932,108.55138725633395
CCC(C)=CC=C(C)C,"2,5-dimethyl-2,4-heptadiene",85.55751469441036,88.47092171796386,91.08322934402626,93.38701898095115,95.41584864949888,97.2837571927512,98.948515831956,100.42886700801256,101.82905138856508,103.11347390597577,104.38099903346853
CC1C2CCCC1CC2,exo-8-methylbicyclo[3.2.1]octane,58.84323115806053,63.0809682800286,67.38348931124493,71.57963426542794,75.63708292048699,79.56709928909652,83.34210392234466,86.94693414812673,90.40200749739938,93.68973633095808,96.82665859466536
CCC1=CCCC(C)C1,1-ethyl-5-methylcyclohexene,60.183338107389666,64.20644725173912,68.28399091926595,72.2240096159138,76.0204202109307,79.66035475121883,83.13948898674798,86.43356946738538,89.57470875163102,92.4976117887352,95.31810676608706
C/C=C/C1CCCCC1,1-propenylcyclohexane,55.023663474513334,58.91686158480303,62.885622694013215,66.76210776738336,70.52335484318225,74.1630619610439,77.66858401154134,81.0255987231304,84.23516346692641,87.29209921264625,90.23735903021382
CCC1CC2CC2(C)C1,3-ethyl-1-methylbicyclo[3.1.0]hexane,65.98057174676407,70.08855484995166,74.20104329664827,78.1422024903028,81.918399089475,85.50677780398054,88.87841163075646,92.05756759968328,95.00895946652211,97.7732162440866,100.43303740336034
CCC(C)C1C=CCC1,3-(1-methylpropyl)cyclopentene,65.55204787369138,69.94599033424922,74.38466994860855,78.69340744759162,82.82948316847343,86.80617362704331,90.58774988851404,94.1945657542189,97.5715366741786,100.79259082021464,103.80260577950672
C=C(C=CC)C(C)(C)C,"2-(1,1-dimethylethyl)-1,3-pentadiene",75.79252124191906,79.27909422641443,82.66584394522346,85.83846494368676,88.804511123172,91.50915656761164,94.04489138241752,96.2888978600234,98.33035489367415,100.16873503417658,101.76889230356754
CC1C2CCC1(C)CC2,"norbornane, 1,7-dimethyl-",60.97412571465841,65.06863293734578,69.22034728139059,73.22432892246613,77.08456179981968,80.80476639928654,84.34371887632874,87.67246010933854,90.83710333553832,93.86608313620712,96.68980396221762
CCC#CCCC(C)C,7-methyl-3-octyne,72.17393389419088,76.22784571159546,80.26211893660272,84.12229452349429,87.7905954753114,91.27164525387258,94.53900735719216,97.63301617244916,100.44921447666606,103.10517843894904,105.5655752911695
C/C=C/C=C/CC(C)C,"7-methyl-2,4-octadiene",88.64142666175249,92.3212106488905,95.79425993259304,98.98193717517714,101.8696636683425,104.5858112964456,107.01627353236478,109.3124816073932,111.43735354899846,113.36019317374452,115.21479446519872
CC(C)=C/C=C/C(C)C,"2,6-dimethyl-2,4-heptadiene",87.80105614440484,91.24402203413833,94.51373450453283,97.43902863756392,100.16810198159664,102.60797092725456,104.88941807417582,107.0187631654073,108.89903306156435,110.71335152200386,112.33808919129535
CC1CC2CCCC2C1,endo-3-methyl-cis-bicyclo[3.3.0]octane,62.558552068648645,66.88602611740623,71.27287597217766,75.50912249124961,79.58632499529607,83.49422962164135,87.23178540217172,90.7921961422378,94.1687685850401,97.2970610889192,100.36710061448936
CC1CC2CCCC1C2,"bicyclo[3.2.1]octane, 6-methyl-, endo-",60.576698722840966,64.8555791340533,69.19712290236235,73.40870409435065,77.48621903864733,81.3973016960451,85.15443808839741,88.73672837580504,92.1741682156466,95.3883221120697,98.52372537626904
CC1(C)C2CCCC1C2,"6,6-dimethylbicyclo[3.1.1]heptane",58.42598704733619,62.433958737888105,66.50601415530146,70.46352340502764,74.27722144597692,77.95181861698494,81.47989481598191,84.85328300284168,88.0337669161283,91.02026618018002,93.91335974532434
C1CC2CCC(C1)CC2,bicyclo[3.2.2]nonane,62.44551287234355,66.1145456713387,69.7915473571193,73.31700234735509,76.71060635161585,79.9553426712227,83.04899308645835,85.97476583127225,88.75429654372539,91.33178300861452,93.8560270665153
C/C=C/CC(C)/C=C/C,"4-methyl-2,6-octadiene",94.4124862394858,98.07484027139884,101.51440995360346,104.5990389402142,107.44469159730636,110.03864205556376,112.424945735111,114.59235747235918,116.63109648699802,118.46432438716364,120.17573996145858
C=CCC(CC)CC=C,"4-ethyl-1,6-heptadiene",90.67905900599028,94.13434209075676,97.37058280535338,100.36516323090278,103.0868230200635,105.56694800938808,107.8632024701214,109.9796496450142,111.95372668559716,113.70585301936208,115.4042506097144
CC=C(C)C=CC(C)C,"3,6-dimethyl-2,4-heptadiene",85.63885230213151,89.1226597163811,92.43407941329924,95.40940699453274,98.15204915413176,100.7146407445793,103.04034259583564,105.14476204911786,107.1553879130373,108.93581016414888,110.69810632753328
CC(C)C#CCC(C)C,"2,6-dimethyl-3-heptyne",77.15586040720734,81.3237287772305,85.44062698147363,89.29862201611802,92.93421898204612,96.34247722365926,99.5199659894954,102.40827793937942,105.12921197928164,107.52297602291404,109.79792464293512
C=C(C)/C=C/CC(C)C,"2,6-dimethyl-1,3-heptadiene",84.22617036905719,88.00064190506187,91.47759852857276,94.54661981309724,97.2988610593895,99.78056495869517,102.0314079917663,104.0810535212372,105.91087750931528,107.64250320186544,109.21969908650726
CC1(C)C=CC(C)(C)C1,"3,3,5,5-tetramethylcyclopentene",70.94155613298422,74.95017381702439,78.90057069137343,82.64568251809989,86.15846691793882,89.4252183380421,92.43649563532072,95.18837256646702,97.70731531229852,99.87781244936927,101.94090315630014
CC(C)=CCC=C(C)C,"2,6-dimethyl-2,5-heptadiene",62.914244152133705,67.01259077378667,71.14787954385939,75.11387936507204,78.91823405362788,82.54505749565247,85.96939524876639,89.19414744408193,92.21196324502064,95.07646266388832,97.7479014873076
CC1CCC2CCCC12,endo-2-methyl-cis-bicyclo[3.3.0]octane,60.76854188153087,65.06062204124596,69.40698641556924,73.62615945932026,77.69036296276242,81.60693315290706,85.38510267702105,88.94514225005646,92.38172157597856,95.5824954570792,98.69012624315
C#CCCCCCCC,1-nonyne,53.18188079769288,56.112144852743214,59.04584160066784,61.856355130317056,64.52897429930779,67.07128794304666,69.47993332433359,71.7386002995308,73.84474391278205,75.80039045888921,77.65891018647845
CC1=CCC(C)(C)CC1,"1,4,4-trimethylcyclohexene",57.31301447874246,61.10194603436796,64.90672729066502,68.55402190410241,72.05962209490691,75.38296026234524,78.54287870029182,81.5307557896695,84.31074918663835,86.91735872762553,89.39671586934548
C=CCC1(C)CCCC1,1-methyl-1-(2-propenyl)cyclopentane,63.87724751094692,67.95206174184322,72.03991452799686,75.97844920249314,79.76347770870848,83.35814055651504,86.7580647465518,89.95993357791632,92.97267948157123,95.77485350768616,98.46961018925032
C/C=C/CC1CCCC1,1-cyclopentyl-2-butene,63.8496307404232,68.10332952239524,72.4106673916997,76.58369360428354,80.59671310624292,84.45827721117628,88.14687898165866,91.64685609330984,94.95627504663562,98.0423523203674,101.04376883042954
C=CCCCCCC=C,"1,8-nonadiene",90.82985318029172,94.36623379482634,97.71538397679764,100.75978985638112,103.57158107586082,106.12601621375347,108.50336929203706,110.69569703679768,112.724040584794,114.57029253795288,116.31582133696148
C=CC(C)CC=C(C)C,"1,5-heptadiene, 3,6-dimethyl-",85.98137304289858,89.27552422826597,92.36803184008568,95.20214421715218,97.77467549816066,100.162890388322,102.38637173779723,104.38942582364214,106.25474212989764,107.90807087307844,109.50669296595602
C=CC(C)C(C)/C=C/C,"1,5-heptadiene, 3,4-dimethyl-",90.6128452844986,94.00880496918133,97.20437957267892,100.09253078231364,102.76952376919438,105.21198310952346,107.49340400112236,109.57033643160544,111.47835511192588,113.21325982465598,114.79300249701944
CC1CCC12CCC2C,"1,5-dimethylspiro[3.3]heptane",60.26868532353338,64.21131108870811,68.19077069023655,72.02998115137504,75.71463148868787,79.22283175100611,82.56366571125206,85.72991042187252,88.69755478038608,91.47369568022422,94.1570617309447
C=CC/C=C/CCCC,"1,4-nonadiene",91.20911579859713,94.8615932116772,98.28125450061523,101.410250368839,104.26897720742066,106.8971391425893,109.27164679454508,111.52758695645012,113.57518305997812,115.45109137653937,117.23592918853566
C=C1CC(C)CCC1C,"1,4-dimethyl-2-methylenecyclohexane",61.822172229997165,65.87214984495147,69.92971618766448,73.83855500663698,77.54764731714356,81.09536321692303,84.454602367037,87.5763723275292,90.5518059711416,93.26799367409173,95.86226747973704
CC1=CCC(C)C(C)C1,"1,4,5-trimethylcyclohexene",62.61884485376734,66.73786413529733,70.89293330809245,74.89450359330219,78.74976557904928,82.42659824568665,85.93308052640894,89.24929689904899,92.3481809927097,95.24620463997157,98.06765261983055
C=C1CC(C)CC(C)C1,"1,3-dimethyl-5-methylenecyclohexane",63.71827914961222,67.75730048229923,71.82333676525776,75.71967316669488,79.44459600618471,82.99668870783213,86.34805451262801,89.52877146503175,92.48696500417726,95.22935572931124,97.79393194755262
CC1CC2(C)CC2(C)C1,"1,3,5-trimethylbicyclo[3.1.0]hexane",64.01744559582727,67.8566296487642,71.704232678254,75.36570107346145,78.84079397093168,82.14610747928606,85.22124609324405,88.09435968730006,90.82640866838942,93.28716667619376,95.61907500957632
CC1=CC(C)C(C)CC1,"1,3,4-trimethylcyclohexene",63.18381453920503,67.32223889948351,71.49860946914278,75.53555368583395,79.40595309794341,83.11997707898209,86.61969785565648,89.97330002244274,93.10065787012388,96.01557970260733,98.78300159926248
C=CC1CCCC(C)C1,1-ethenyl-3-methylcyclohexane,60.11359788030727,64.19458555064817,68.30945415352076,72.28803201315225,76.10080656907441,79.76423238853941,83.2330197280176,86.54105798318646,89.67121727197078,92.58397651239312,95.39358931153144
CC1=CC(C)(C)CCC1,"1,3,3-trimethylcyclohexene",60.327463388192065,64.13727070516383,67.97197632515338,71.65360296235777,75.17687293715566,78.51486762764358,81.70903967040655,84.68566137180845,87.49945407916731,90.09440365632796,92.5490727663636
CCC1=C(CC)CCC1,"1,2-diethylcyclopentene",61.87058824494493,65.94784799677917,70.07606887004577,74.06219209289175,77.90887205977316,81.57185995379406,85.07741040282633,88.38882515749886,91.53740366743432,94.49970632203494,97.2670916770616
CC1=C(C)CC(C)CC1,"1,2,4-trimethylcyclohexene",56.19152584947543,60.02574933928983,63.92394634084675,67.70318261369289,71.3634856059106,74.88010517662455,78.2513710636858,81.44173214743729,84.50012431267588,87.3604761824994,90.13563188278196
CC1=C(C)C(C)CCC1,"1,2,3-trimethylcyclohexene",58.02740565064507,61.941021280024295,65.90485574101811,69.74463024301251,73.44865355485811,76.99073546394537,80.39141656506258,83.62326296588847,86.65830536072647,89.51827203314177,92.2873754081878
C=C1CCCC(C)(C)C1,"1,1-dimethyl-3-methylenecyclohexane",56.6263911849297,60.29380086880486,63.9878956684877,67.54313685159153,70.94909607317338,74.1971477171262,77.27436812982579,80.19112242843667,82.91545416833532,85.44400406494431,87.8520017019747
C/C=C\CCC/C=C\C,"(Z,Z)-2,7-nonadiene",90.93685313554778,94.72770101952872,98.31618905790886,101.58181586210723,104.55896641359236,107.29245565878304,109.83439544328378,112.1503168606953,114.35512622993824,116.36791029557672,118.24992852636773
C1=C\CCCCCCC/1,(Z)-cyclononene,55.66547199102039,58.92911606183185,62.1920161201674,65.34052160008387,68.3547248043083,71.23047627542502,73.97576167885892,76.58377297318968,79.04225717738352,81.35673190334717,83.56760105313786
C1=C/CCCCCCC/1,(E)-cyclononene,59.4175432234678,62.69810220593872,65.97121651691315,69.11889062966569,72.12184756949713,74.97353505902885,77.68948395916603,80.25345167177704,82.64533951410507,84.89366594627344,87.03296044712137
CC(C)=C1CCCCC1,(1-methylethylidene)cyclohexane,50.478688339892656,54.05034305559621,57.68040259698488,61.200920974228374,64.61011856160147,67.90059146785867,71.04595952957094,74.05180215198754,76.91166677438247,79.62745891073003,82.235475616933
CCC/C=C(\C)C1CC1,(1-methyl-1-pentenyl)cyclopropane,62.62932237376977,66.82650740734309,71.08474782126055,75.19577291034155,79.16573265007848,82.9704014351752,86.60792770416437,90.06873907132977,93.3249254711806,96.35486705381948,99.28326683670976
CCC(CC)=C1CCC1,(1-ethylpropylidene)cyclobutane,81.59106308502639,84.94386508401203,88.0088189927771,90.71011974121517,93.13155615596024,95.30709807543704,97.30692437238405,99.12471920188447,100.83590084779478,102.37996889649058,103.89414512437232
C=C(CCCC)C1CC1,(1-butylethenyl)cyclopropane,63.3247966421285,67.48932531162528,71.69301135955159,75.75214192151468,79.66663342825719,83.40963313779152,86.9576089989487,90.31407299062307,93.47261066516762,96.44039981141562,99.26909965637752
CC1=C(C)CCCCC1,"1,2-dimethylcycloheptene",50.98965340764771,54.56020030084895,58.193352852672874,61.716350649574714,65.12303423295002,68.40326601390646,71.54523054418947,74.54395924362221,77.38293184628269,80.09267180316469,82.7004281827007
C=CC1CCC(C)CC1,1-ethenyl-4-methylcyclohexane,56.97745483654446,60.96641143679772,65.01524654412593,68.9438810107656,72.73034104738893,76.38935989429574,79.88388684347255,83.2076048948885,86.36038904027612,89.36216568904582,92.22422833581886
CCCC1C=C(C)CC1,1-methyl-3-propylcyclopentene,64.16277297568055,68.38574516448584,72.6452266037254,76.76737552850574,80.72554172931453,84.50400957730415,88.0898103676687,91.49397455047988,94.7034707361736,97.70105873517178,100.55257249057313
CCCCC1=CCCC1,1-butylcyclopentene,60.61975361263637,64.74489176900946,68.9378120211638,73.00903225596527,76.93554958400027,80.72679065144041,84.35388684712852,87.8120900439805,91.08177152119804,94.17437621855343,97.16781265779892
CC(C)(C)C1=CCCC1,"1-(1,1-dimethylethyl)cyclopentene",64.62498357059823,68.16054605482968,71.67008479683665,75.00976930167188,78.17837308772168,81.1760572472365,83.99185786369236,86.60705224625292,89.03554115713428,91.27786733631602,93.33822041142754
C=C(C)C1CCCC1C,1-isopropenyl-2-methylcyclopentane,63.59258617700017,67.67426303948311,71.78167020656264,75.71835912252202,79.49394132074741,83.09786408416964,86.47475020791201,89.68835743234665,92.69854642670572,95.47433796109436,98.11552797708784
CC(C)C1=CCCCC1,1-(1-methylethyl)cyclohexene,56.0580275382477,59.94583457544899,63.88847937800577,67.69539580729695,71.37824640058156,74.90621676054663,78.27672128738068,81.46609981475154,84.52022852722659,87.38137068391218,90.10743439994944
CC1=CCCC(C)C1C,"1,5,6-trimethylcyclohexene",82.37139469598182,86.28074248262487,89.77672607266335,92.8142410085689,95.4335192809087,97.73410334794556,99.78237573120924,101.65190586139296,103.33958807105692,104.8655155923477,106.34053812667736
CC1C=C(C(C)C)CC1,"cyclopentene, 3-methyl-1-(1-methylethyl)-",66.02160072057536,70.22396933635723,74.43706013836776,78.48389801365491,82.34544704578984,86.01101545999772,89.48646399481015,92.77107164343865,95.77652454141558,98.64062912154596,101.2595542767758
CC1C=CCC(C)(C)C1,"3,5,5-trimethylcyclohexene",63.81693295645123,67.80926463070044,71.8198742896428,75.65905537789806,79.32877035215,82.81804795643599,86.13425541975015,89.24206336529616,92.12017589040788,94.78646223806795,97.35968217442436
CC1CC=CC(C)(C)C1,"3,3,5-trimethylcyclohexene",64.30265253391269,68.28592026356965,72.2847567395806,76.11549932894317,79.77581575083605,83.2525454293153,86.54139999972199,89.61285212820864,92.4543873343232,95.09910847942146,97.628838610281
C=C(C)CCC=C(C)C,"2,6-dimethyl-1,5-heptadiene",88.25203425512478,90.93592438425236,93.37816067965632,95.51305182082156,97.395423907117,99.15791918866614,100.67633505802394,102.10632582798836,103.40847795398868,104.61193723903776,105.76516899160582
CC(C)=C1CCCC1C,1-methyl-2-(1-methylethylidene)cyclopentane,57.531814135895054,61.40395544933112,65.3365963850704,69.1362900151882,72.81600032946501,76.34173501536489,79.7114593546169,82.91741247911077,85.95837750568191,88.8306182492593,91.5754676582442
CC=C1CCC(C)CC1,1-ethylidene-4-methylcyclohexane,57.71218181865594,61.613168780119175,65.57657804489982,69.41715755357595,73.11924278196119,76.68364880984203,80.09478575443808,83.33684562416562,86.41272022842064,89.311287916185,92.1082146478904
CC=C1CCCC(C)C1,1-ethylidene-3-methylcyclohexane,57.758782768061934,61.66456321797613,65.63158613369566,69.47318820918912,73.18499215660842,76.74478737259966,80.16473280663337,83.41653595630703,86.47464133393241,89.37957721724514,92.18346479705164
CC=C1CCCCC1C,1-ethylidene-2-methylcyclohexane,58.5140558271113,62.470253961390306,66.48687139482207,70.38135045553412,74.14193853193734,77.7540641410496,81.20345487124959,84.5025555948881,87.61735924644901,90.53168958488612,93.35978072108732
CC(C)CC1C=CCC1,3-(2-methylpropyl)cyclopentene,66.4236259661945,70.77072955772651,75.15863454388416,79.38637503805803,83.44617843523088,87.3302763701278,91.01515906112776,94.5299070710171,97.81327779765223,100.86918798781912,103.806816479961
CC(C)(C)C1C=CCC1,"3-(1,1-dimethylethyl)cyclopentene",69.19657568247915,72.94873842746361,76.66785520353083,80.20518232987386,83.55604902451212,86.72321941638378,89.6561422167316,92.41155908081592,94.95765873836643,97.25576454476614,99.41650123677474
C=CC(=C)CCCCC,"2-pentyl-1,3-butadiene",66.55995867946628,70.8421591969505,75.14263605567075,79.29142443225419,83.26000000189622,87.0630136148546,90.62854712520868,94.00286100496464,97.1650018437234,100.13759744672916,102.93335723950248
CC1CCC2CCC1C2,2-methylbicyclo[3.2.1]octane,62.17221798215806,66.42772863563106,70.74611632322453,74.93134962519943,78.97115152217216,82.86362479819185,86.5763311674686,90.12987943840332,93.49632082502136,96.63894247960954,99.723045102355
CC1CC2CCC1CC2,2-methylbicyclo[2.2.2]octane,55.91853483947839,60.07151199105779,64.30343465452351,68.4354605323377,72.45202586964604,76.3516785279785,80.08946411754052,83.6871866007213,87.1301974125071,90.4303682701003,93.60488129197871
C=C(C)C(=C)CCCC,"2-butyl-3-methyl-1,3-butadiene",87.29105424617435,89.94669833213752,92.34745033938088,94.46800208576556,96.37737695903203,98.06557071879692,99.6071978752894,101.00133948122208,102.32895609265252,103.48728272919118,104.58736407240076
C=CCC(=C)CCCC,"2-butyl-1,4-pentadiene",94.08624332965238,96.75081877271325,99.18736154520334,101.36365634715465,103.28143582493144,104.98583141100396,106.57218075785757,107.98786383936609,109.3189798662929,110.53353658029717,111.68256910491152
C=CC(=C)CC(C)(C)C,"2-(2,2-dimethylpropyl)-1,3-butadiene",76.7815138530217,80.2746348840231,83.66275119071598,86.86473147104971,89.80921150724815,92.53038978363884,95.04251871476367,97.2693531518548,99.27882218158908,101.08339096021592,102.73872437908064
CC1CCC2C1C2(C)C,"2,6,6-trimethylbicyclo[3.1.0]hexane",67.4011550429024,71.45860943682547,75.49623713099216,79.33454598588257,82.97450724412197,86.38305514952302,89.58587819192358,92.55143895522204,95.33315647503836,97.8045257928036,100.17485386284352
CC1C2CCC(C2)C1C,"2,3-dimethylbicyclo[2.2.1]heptane",62.56745190022771,66.82464981956358,71.12223369758163,75.27510854474,79.2672962494272,83.08121119537803,86.72614388665615,90.16895508840469,93.39712432414534,96.45588971286963,99.38819808082008
CC12CCCC(CC1)C2,1-methylbicyclo[3.2.1]octane,60.704798777283465,64.87547572963297,69.11173556912121,73.21721000913982,77.185171810393,81.00438254620664,84.66981591511026,88.16553340700841,91.47088270857552,94.6166353753306,97.62584700581078
CC12CCC(CC1)CC2,1-methylbicyclo[2.2.2]octane,58.55489921220941,62.6699492999339,66.85524076275166,70.92766168730716,74.89079492588499,78.6862306543123,82.35291753455213,85.86746516848132,89.20931337761716,92.3677715423418,95.42791689742803
FC=CBr,trans-1-bromo-2-fluoroethylene,108.14187708467225,111.43232077388082,114.57797902802989,117.3384489607013,119.91723901914658,121.99093369133531,123.94816382225775,125.51781437125288,126.73833655924948,127.704425507028,128.34133654435885
CC(Cl)=CCCl,"1,3-dichloro-2-butene",77.22858718338605,81.30134413421031,85.32457574940776,89.10571166710467,92.66178910100535,96.00196427839556,99.14008891041831,102.02647770458482,104.67513423289684,107.128001492996,109.36787470664969
ClCC=CCCl,"1,4-dichloro-2-butene",75.43536312358255,79.66178893292293,83.85424555090889,87.83934320764352,91.59372601455442,95.11596258401038,98.46573300449332,101.55521706462665,104.46955943313404,107.16907982505444,109.71342958923807
ClC=CCCCl,"1,4-dichlorobutene",75.56567254174044,79.57125089904399,83.52456352513346,87.26096068062188,90.77664810740804,94.03927041796848,97.11027851354083,99.94707203986326,102.56723195193278,104.95225545586288,107.13554648132674
C=C(Cl)C(C)Cl,"2,3-dichloro-1-butene",74.09821223534071,78.00129994353517,81.85291267965306,85.4631719875257,88.85093591146419,91.97925164923096,94.8744085139768,97.57689523897088,100.02511044160104,102.26246769076764,104.3247377524354
C=C(C)C(Cl)Cl,"3,3-dichloro-2-methyl-1-propene",76.65919646857189,80.5155006838143,84.28084700302261,87.8016123012098,91.10198303297028,94.1333232641038,96.94023303415496,99.52390416984436,101.820112330009,103.95201812163818,105.89289010502192
C=CC(Cl)CCl,"3,4-dichloro-1-butene",66.48341338290213,70.436293350904,74.38720506352662,78.18777241352856,81.81400263712568,85.25467242812859,88.52585258254251,91.58989234154484,94.49177012448516,97.20697031252988,99.76290747334396
C=C(CCl)CCl,3-chloro-2-chloromethyl-1-propene,71.57226072223406,75.49092583800324,79.36134975801873,83.03933032220377,86.50231070186564,89.74791292175377,92.79559405338708,95.6311026403507,98.24690720999182,100.6648094920138,102.98886954048508
CC(=CCl)CCl,"cis-1,3-dichloro-2-methylpropene",71.88430741187027,75.77247244785156,79.61178119788933,83.25552572729,86.67087265271695,89.90488940524699,92.927686397988,95.73162566314949,98.32032058564008,100.67881430044638,102.9670539432816
C=CC(=O)OCCC#N,2-cyanoethyl propenoate,89.33920469444034,94.42778576308726,99.34157190441476,103.84098169542555,108.0136050950636,111.88478118554418,115.46885499184684,118.82303951910892,121.9178392292384,124.8410085575774,127.61187965285484
CCCCCCCC#N,octanenitrile,80.70078927621645,84.58172139841363,88.20313492907431,91.44460711681324,94.40193261326456,97.0746895753708,99.53833462117056,101.82051008741972,103.93601289170032,105.89956716077684,107.7596437107752
CCCCC(C)CC#N,d-3-methylheptanenitrile,70.7232791507772,74.64791953942661,78.49021182961388,82.10646137116433,85.50487984142039,88.6980142646317,91.7136153351603,94.53997428600678,97.21174182099836,99.71955766470398,102.09927137409284
CCC(C#N)(CC)CC,"butanenitrile, 2,2-diethyl-",63.31980871396467,67.18588032134738,71.06768427106174,74.80683142351592,78.40237280720794,81.82302396289356,85.08208379208831,88.18105682413002,91.0973654556414,93.85897119871498,96.46202600936375
CC(C)CC(C)CC#N,"3,5-dimethylhexanenitrile",72.19030655276735,76.1032907323135,79.90193756041505,83.45205789638801,86.78316789307533,89.91082006506473,92.83548221288676,95.59459260246348,98.14409870063376,100.55192814153229,102.83422342972274
CCCCCC(C)C#N,2-methylheptanenitrile,72.2040345863696,76.24323411041114,80.14011477806085,83.77421147339776,87.14609518403444,90.30046430276684,93.24154443743464,95.97922786175452,98.55085113225492,100.93493139088817,103.227239558338
CC(C)C(C#N)C(C)C,2-isopropyl-3-methylbutyronitrile,76.99395487352116,80.92732578232338,84.70893471254334,88.23633594884622,91.49808383303385,94.5302543100234,97.35495768505191,99.98387953508396,102.41354821774156,104.68878280320156,106.80809241173748
CCCC(C)(C#N)CC,2-ethyl-2-methylpentanenitrile,60.091075462878855,63.786910723669976,67.51870435288302,71.13294324947852,74.60290320370304,77.92946811817964,81.11858187967061,84.14136001335922,86.99360834889623,89.68781476537868,92.26511335309128
O=C(F)OOC(=O)F,peroxydicarbonic difluoride,190.04694706680587,198.28767927830725,206.2329873867471,213.60998817870188,220.44570984642732,226.7429932614578,232.46456293848695,237.74201438380769,242.56348768385772,246.80482257434,250.84052221262405
Oc1cccc(O)c1O,"1,2,3-benzenetriol",27.708430076175446,32.48890032502749,37.7739880490536,43.0844596581953,48.367047408135186,53.58264383731532,58.70381141761049,63.712013658375504,68.59442463292137,73.34585890707268,78.1250627648462
O=C1CCCC(=O)C1=O,"1,2,3-cyclohexanetrione",86.79523446802824,93.49165717294552,100.18843667173658,106.54542897260994,112.5676707099964,118.2651846135292,123.65106830940913,128.73612945406305,133.5311808290215,138.07703793703672,142.46807568715292
CCCCC(F)(F)F,"1,1,1-trifluoropentane",97.16422068995604,99.68056570734817,101.99585767610048,103.94293758380924,105.61061965928722,106.9725438444233,108.02689415147688,108.67731056606816,109.08935700090308,109.07378470290112,108.86044014828548
CC(C)CC(F)(F)F,"1,1,1-trifluoro-3-methylbutane",99.56238950581476,102.46787327216724,105.09597476693,107.409151898327,109.31008307949568,110.71894237693328,111.86915250304948,112.51921845714912,112.8672626710156,112.67526759673277,112.22765089464018
CC(C)(C)C(F)(F)F,"1,1,1-trifluoro-2,2-dimethylpropane",95.10292021039392,97.04046504666252,98.67989346549729,99.97290731260296,100.897550077075,101.45911685933464,101.69424256785936,101.54459897021933,101.08911406344184,100.43705210960748,99.43856008170064
COc1ccccc1F,o-fluoroanisole,68.10288801834636,72.46848624848454,76.89708536741651,81.17281560461099,85.30058100591171,89.2556220453253,93.06765542904276,96.69176079046083,100.11265679241563,103.38382081845204,106.53783898680295
COc1ccc(F)cc1,p-fluoroanisole,68.45402435947945,72.84911618471041,77.29959145517486,81.59541174358746,85.74672288598954,89.7367601706316,93.55239461483856,97.195514963081,100.62628599838403,103.89679656954335,107.09302438258943
C#Cc1cccc(C#C)c1,"1,3-diethynlbenzene",25.15312921916567,26.964373373210694,28.825968831743637,30.653065052788467,32.44036321332555,34.18374425129352,35.87727685884183,37.51710735851663,39.10209841592435,40.62488393221452,42.12709559799925
C#Cc1ccccc1C#C,"1,2-diethynylbenzene",26.223638978362825,28.085456854240185,29.993913439835595,31.864623212854227,33.691688736537316,35.46743406106553,37.19064981089786,38.854494631305286,40.45967614052634,41.99778597564719,43.515404565512895
COC(=O)C1=CCCC1,methyl cyclopentene-1-carboxylate,69.71189029394029,74.26120774973045,78.85328163529897,83.30866909484571,87.5944022384543,91.70886763489058,95.64045746373831,99.3924575531635,102.95258459705984,106.34272816155293,109.60433021819875
CCCC#CC(=O)OC,methyl 2-hexynoate,82.98675611126883,87.56440161440554,92.127226304819,96.47708104041324,100.60320910428914,104.4838395681987,108.16264565050538,111.6068788168894,114.7693179906746,117.73013207025316,120.56498131019583
COC(=O)C1C(C)=C1C,"methyl 2,3-dimethyl-2-cyclopropene-1-carboxylate",85.11053516594558,89.8197425596255,94.49586698503718,98.9440781629246,103.13422390641016,107.07625777677993,110.70174828219234,114.1258321726296,117.2819051593277,120.14024147657962,122.86117030217956
CC1CC(=O)CC(=O)C1,"5-methyl-1,3-cyclohexanedione",74.69913613295965,79.9277078479766,85.12623036615743,90.05689642545755,94.69892176970389,99.08765078427056,103.23841048221408,107.12811616948942,110.82139956426307,114.28380793472613,117.61007966174246
CC1C(=O)CCCC1=O,"2-methyl-1,3-cyclohexanedione",59.63368775135948,63.04621291294358,66.49065442781729,69.8473075028197,73.13057161541558,76.3074430087225,79.40339396224302,82.3875134510237,85.26276968640576,88.0275940601751,90.75726193385658
C=CCOC(=O)C(=C)C,2-propenyl 2-methylpropenoate,80.86576917164027,85.54168388302458,90.19551138958929,94.62724149541192,98.85125619783489,102.8264114141786,106.59021796428304,110.10419891627797,113.36285197942767,116.38709210371428,119.213358357706
COC(=O)C1C=CCC1,2-cyclopentene-1-carboxylic acid methyl ester,76.42194220196691,81.12313721043141,85.8568850545703,90.39954611163688,94.78020914505224,98.94201102931903,102.88549096514733,106.62794974068036,110.19254910793497,113.48797927149296,116.65552605945234
