SMILES,name,search_name,priority,density_40C_g_cm3,density_100C_g_cm3,kv_40C_cSt,kv_100C_cSt,tc_40C_W_mK,tc_100C_W_mK,cp_40C_J_K_mol,cp_100C_J_K_mol,cpsat_40C_J_K_mol,cpsat_100C_J_K_mol,mp_K,bp_K,fp_K,exact_temp_40C_K,exact_temp_100C_K,notes,MolWt,FOM1_ig_40,FOM1_ig_100,FOM1_sat_40,FOM1_sat_100
CCOC(=O)CCCCC(=O)OCC,"diethyl 1,6-hexanedioate","diethyl 1,6-hexanedioate",0,0.98862,0.9315,2.295,1.003,0.1433,0.1302,268.0,309.0,393.0,421.0,252.8,517.7,,313.15,373.15,wtt_bulk_complete+cpsat2,202.25,71.15155795297713,87.2518034127822,79.24150600267157,95.18305623955334
CC(C)(C(=O)O)C1(O)CCCCC1,"1-hydroxy-alpha,alpha-dimethylcyclohexaneacetic acid","1-hydroxy-alpha,alpha-dimethylcyclohexaneacetic acid",0,,,,,,,,,,,360.63,,,313.15,373.15,wtt_bulk_no_props,186.251,,,,
,"cis-2-(2-methanoic acid, methyl ester)-2-methyl-5-(1-methylethyl)-1,3-dioxane","cis-2-(2-methanoic acid, methyl ester)-2-methyl-5-(1-methylethyl)-1,3-dioxane",0,1.15,1.09,5.652,1.927,0.149,0.139,257.0,300.0,359.0,393.0,,510.0,,313.15,373.15,wtt_bulk_complete+cpsat2,202.25,56.903928427408104,76.52710351949673,62.51383328758572,82.56646506622728
,"d,l-2,3-di(1-methylethyl)butanoic","d,l-2,3-di(1-methylethyl)butanoic",0,1.21,1.16,14.05,3.879,0.156,0.147,273.0,316.0,429.0,454.0,,580.0,,313.15,373.15,wtt_bulk_complete+cpsat2,202.25,43.98754492147076,63.07916600898415,49.951370351801465,69.84796825144471
COC(=O)CCCCCCC(=O)OC,dimethyl octanedioate,dimethyl octanedioate,0,1.006,0.956,3.777,1.423,0.16,0.15,268.0,309.0,380.0,409.0,279.0,532.6,,313.15,373.15,wtt_bulk_complete+cpsat2,202.25,64.48575281037434,84.32676533389326,71.14142864740218,91.2468515051083
CCCCCCCC(C(=O)O)C(=O)O,heptylpropanedioic acid,heptylpropanedioic acid,0,,,,,,,274.0,313.0,,,368.1,595.0,,313.15,373.15,wtt_bulk_partial_2of8,202.25,,,,
CCCCOC(=O)C(=O)OCCCC,dibutyl ethanedioate,dibutyl ethanedioate,0,0.9701,0.9144,3.299,1.29,0.163,0.151,268.0,309.0,384.4,421.0,,518.8,,313.15,373.15,wtt_bulk_complete+cpsat2,202.25,69.98118297160646,89.7874924401704,77.45447713497053,97.94924125647589
CCCC(C(=O)OCC)C(=O)OCC,diethyl propylpropanedioate,diethyl propylpropanedioate,0,0.9688,0.9125,4.129,1.403,0.154,0.143,268.0,310.0,383.0,413.0,,508.0,,313.15,373.15,wtt_bulk_complete+cpsat2,202.25,63.262436623945746,84.65845782439074,69.94640735338237,91.77344993849036
CCCCCC(C(=O)OC)C(=O)OC,dimethyl pentylpropanedioate,dimethyl pentylpropanedioate,0,0.9865,0.9335,4.866,1.607,0.156,0.145,268.0,310.0,387.0,416.0,,520.0,,313.15,373.15,wtt_bulk_complete+cpsat2,202.25,59.941811718240565,80.9172981932187,66.46892302451897,87.8966418328637
CCCOC(=O)C(C)C(=O)OCCC,dipropyl methylpropanedioate,dipropyl methylpropanedioate,0,0.9687,0.9131,4.129,1.402,0.154,0.143,268.0,310.0,383.0,413.0,,508.0,,313.15,373.15,wtt_bulk_complete+cpsat2,202.25,63.04017972553709,84.3779533304804,69.70066797970628,91.46937086841324
CC(C)(C)/C=C/C(C)(C)C,"(E)-2,2,5,5-tetramethyl-3-hexene","(E)-2,2,5,5-tetramethyl-3-hexene",0,0.698,0.6533,1.39,0.674,0.102,0.094,234.0,273.0,297.0,325.0,268.35,431.0,,313.15,373.15,wtt_bulk_complete+cpsat2,140.26999999999998,63.90100123274433,77.13897685417837,68.33349462954348,81.01661823329424
CCCOC(=O)CCC(=O)OCCC,dipropyl succinate,dipropyl succinate,0,0.9871,0.9349,3.242,1.251,0.162,0.15,268.0,309.0,389.0,418.0,,517.8,,313.15,373.15,wtt_bulk_complete+cpsat2,202.25,68.7482077745629,88.50421392426442,76.34487460954384,96.35527981260536
CCCCOC(=O)CCCCC(=O)[O-],"hexanedioic acid, butyl ester","hexanedioic acid, butyl ester",0,1.19,1.13,9.244,2.832,0.171,0.16,271.0,310.0,414.0,437.0,,562.0,,313.15,373.15,wtt_bulk_complete+cpsat2,202.25,55.52719333406383,76.68330130560433,62.55667493840719,84.45943760509617
,"meso-2,3-di(1-methylethyl)butanoic","meso-2,3-di(1-methylethyl)butanoic",0,1.21,1.16,14.05,3.879,0.156,0.147,273.0,316.0,429.0,454.0,,580.0,,313.15,373.15,wtt_bulk_complete+cpsat2,202.25,43.98754492147076,63.07916600898415,49.951370351801465,69.84796825144471
CCCCOC(=O)CCCCC(=O)O,monobutyl adipate,monobutyl adipate,0,1.021,0.972,12.821,3.076,0.171,0.16,271.0,310.0,414.0,437.0,,562.0,,313.15,373.15,wtt_bulk_complete+cpsat2,202.25,47.841182157808205,70.7721335015874,53.89765088449325,77.94884273220521
CC(=O)OCCOCCOCCOC(C)=O,triethylene glycol diacetate,triethylene glycol diacetate,0,1.368,1.298,7.31,2.234,0.198,0.185,301.0,340.0,449.0,472.0,,549.9,,313.15,373.15,wtt_bulk_complete+cpsat2,234.248,68.02309262116313,93.57644642860711,76.12240720488369,102.62222195171448
C#CC#CC#CC#CC#C,"1,3,5,7,9-decapentayne","1,3,5,7,9-decapentayne",0,0.94,0.89,4.043,1.528,0.0822,0.0774,168.0,181.0,241.3,248.2,,497.0,,313.15,373.15,wtt_bulk_complete+cpsat2,122.126,39.61314297939207,50.93735616242208,43.860459296439096,55.66845349840038
CCC(C)(C)C1CCCC1,"(1,1-dimethylpropyl)cyclopentane","(1,1-dimethylpropyl)cyclopentane",0,0.793,0.7502,2.522,1.0,0.11,0.102,216.0,256.0,275.0,311.2,,467.6,,313.15,373.15,wtt_bulk_complete+cpsat2,140.26999999999998,55.1073921645519,71.02460609431743,58.981023697114374,75.0348411965039
CCCC(C)C1CCCC1,(1-methylbutyl)cyclopentane,(1-methylbutyl)cyclopentane,0,0.7881,0.744,2.284,0.833,0.118,0.11,215.0,255.0,277.0,312.5,,449.6,,313.15,373.15,wtt_bulk_complete+cpsat2,140.26999999999998,60.02342259636523,79.52005426866235,64.45778476973388,84.20118937373823
CC/C=C/CCCCCC,(E)-3-decene,(E)-3-decene,0,0.72517,0.6764,0.938,0.517,0.134,0.123,234.0,269.0,312.0,342.2,200.2,444.62,,313.15,373.15,wtt_bulk_complete+cpsat2,140.26999999999998,88.99635236352462,102.90617981854294,96.49781360964826,110.11465065494646
CC1CC(C)C(C)C(C)C1,"(1.alpha.,2.alpha.,4.alpha.,5.beta.)-1,2,3,5-tetramethylcyclohexane","(1.alpha.,2.alpha.,4.alpha.,5.beta.)-1,2,3,5-tetramethylcyclohexane",0,0.768,0.721,1.302,0.527,0.106,0.098,214.0,253.0,264.6,301.3,,428.0,,313.15,373.15,wtt_bulk_complete+cpsat2,140.26999999999998,66.17876118667563,84.56149266498625,70.25023166585386,88.8213344240853
CC(C)C1CCC(C)C1C,"(1.alpha.,2.alpha.,3.alpha.)-1,2-dimethyl-3-(1-methylethyl)cyclopentane","(1.alpha.,2.alpha.,3.alpha.)-1,2-dimethyl-3-(1-methylethyl)cyclopentane",0,0.788,0.7375,0.901,0.461,0.109,0.1,216.0,256.0,286.0,321.0,,435.9,,313.15,373.15,wtt_bulk_complete+cpsat2,140.26999999999998,76.61554603174731,91.2093902632993,82.91074661909288,97.20341338677184
CC(C)C1CCC(C)C1C,"(1.alpha.,2.beta.,3.alpha.)-1,2-dimethyl-3-(1-methylethyl)cyclopentane","(1.alpha.,2.beta.,3.alpha.)-1,2-dimethyl-3-(1-methylethyl)cyclopentane",0,0.7725,0.7226,0.893,0.471,0.108,0.1,216.0,256.0,286.2,321.2,,434.1,,313.15,373.15,wtt_bulk_complete+cpsat2,140.26999999999998,76.04479916215683,90.35613807998884,82.3092877859136,96.3109610700846
CC1CC(C)C(C)C(C)C1,"(1.alpha.,2.beta.,4.beta.,5.alpha.)-1,2,3,5-tetramethylcyclohexane","(1.alpha.,2.beta.,4.beta.,5.alpha.)-1,2,3,5-tetramethylcyclohexane",0,0.768,0.721,1.302,0.527,0.106,0.098,214.0,253.0,264.6,301.3,,428.0,,313.15,373.15,wtt_bulk_complete+cpsat2,140.26999999999998,66.17876118667563,84.56149266498625,70.25023166585386,88.8213344240853
CC(C)CCC1CCCC1,(3-methylbutyl)cyclopentane,(3-methylbutyl)cyclopentane,0,0.7725,0.7253,2.136,0.813,0.119,0.11,215.0,255.0,285.0,319.5,,445.0,,313.15,373.15,wtt_bulk_complete+cpsat2,140.26999999999998,62.724679203411895,81.61029452511977,67.90024935901228,86.95465694762393
CCCCC=CCCCC,(E)-5-decene,(E)-5-decene,0,0.72735,0.6792,0.935,0.515,0.134,0.123,234.0,269.0,311.9,342.0,200.5,444.47,,313.15,373.15,wtt_bulk_complete+cpsat2,140.26999999999998,88.75657311357944,102.64834203575376,96.2291456515942,109.82068957436287
C/C=C/CCCCCCC,(E)-2-decene,(E)-2-decene,0,0.72806,0.6797,0.961,0.53,0.135,0.124,234.0,269.0,312.0,341.7,,446.52,,313.15,373.15,wtt_bulk_complete+cpsat2,140.26999999999998,88.65476052495964,102.54241212995068,96.12742915351036,109.68027871903146
CC1CCC(C(C)C)C(O)C1,"(1R,2S,5R)-(-)-menthol","(1R,2S,5R)-(-)-menthol",0,,,,,,,231.0,272.0,,,315.25,487.0,,313.15,373.15,wtt_bulk_partial_2of8,156.26899999999998,,,,
CCCC(C(=O)OCC)C(=O)OCC,diethyl propylpropanedioate,(E)-4-decene,0,0.72616,0.6777,0.936,0.516,0.134,0.123,234.0,269.0,312.0,342.1,,443.98,,313.15,373.15,wtt_bulk_complete+cpsat2,202.25,80.19526113609469,92.7243338093308,86.95488248639329,99.21141988341604
CCCCC=CCCCC,(Z)-5-decene,(Z)-5-decene,0,0.72987,0.6811,0.932,0.514,0.134,0.123,234.0,269.0,311.8,342.1,161.6,443.58,,313.15,373.15,wtt_bulk_complete+cpsat2,140.26999999999998,89.15714831467075,103.07478096750776,96.65472698592798,110.28599455873896
CC(C)(C)OC(=O)C(=O)OC(C)(C)C,di-tert-butyl oxalate,di-tert-butyl oxalate,0,,,,,,,,,,,,,,313.15,373.15,wtt_bulk_no_props,202.25,,,,
CC[C@H](C)C1CCCCC1,(R)-(+)-sec-butylcyclohexane,(R)-(+)-sec-butylcyclohexane,0,0.7964,0.7472,1.657,0.83,0.121,0.111,213.0,253.0,294.0,327.7,,452.0,,313.15,373.15,wtt_bulk_complete+cpsat2,140.26999999999998,68.80028634438496,82.4421671195456,75.32916741327388,88.66559232910554
CC(C)(C)/C=C/C(C)(C)C,"(E)-2,2,5,5-tetramethyl-3-hexene","(R)-2,6-dimethyl-2-octene",0,0.738,0.6895,0.867,0.479,0.116,0.106,234.0,272.0,303.0,336.3,,,,313.15,373.15,wtt_bulk_complete+cpsat2,140.26999999999998,81.9003225902335,94.6274604835552,88.07547683003291,100.44798291705912
CC(C)(C)C1(O)CCCCC1,"1-(1,1-dimethylethyl)cyclohexanol","1-(1,1-dimethylethyl)cyclohexanol",0,,,,,,,232.0,273.0,,,322.0,485.0,,313.15,373.15,wtt_bulk_partial_2of8,156.26899999999998,,,,
CC(C)(C)C=CC(C)(C)C,"(Z)-2,2,5,5-tetramethyl-3-hexene","(Z)-2,2,5,5-tetramethyl-3-hexene",0,0.716,0.669,1.145,0.583,0.1,0.0919,234.0,273.0,284.8,322.4,,416.7,,313.15,373.15,wtt_bulk_complete+cpsat2,140.26999999999998,67.47523730323006,80.18088204936393,71.30928758938293,84.02137795468373
CCC(C)(C)C1CCCC1,"(1,1-dimethylpropyl)cyclopentane","(1.alpha.,2.beta.,5.alpha.)-5-methyl-2-(1-methylethyl)cyclohexanol",0,0.9326,0.8786,6.541,1.935,0.122,0.115,231.0,272.0,,,,,,313.15,373.15,wtt_bulk_complete,140.26999999999998,49.396636900550746,69.8251109411623,,
C/C=C\CCCCCCC,(Z)-2-decene,(Z)-2-decene,0,0.7336,0.6867,0.954,0.524,0.135,0.124,234.0,269.0,312.0,342.4,,447.39,,313.15,373.15,wtt_bulk_complete+cpsat2,140.26999999999998,88.07448630435987,101.9880685026722,95.49824388810538,109.15016490750637
CC/C=C\CCCCCC,(Z)-3-decene,(Z)-3-decene,0,0.7288,0.6809,0.933,0.514,0.134,0.123,234.0,269.0,312.0,342.3,,444.46,,313.15,373.15,wtt_bulk_complete+cpsat2,140.26999999999998,88.68009887926668,102.55419509662948,96.15490326594488,109.7470296587168
CC1CCC(C(C)(C)O)CC1,".alpha.,.alpha.,4-trimethylcyclohexanemethanol",".alpha.,.alpha.,4-trimethylcyclohexanemethanol",0,0.809,0.77,5.068,1.558,0.108,0.103,232.0,273.0,,,,441.0,,313.15,373.15,wtt_bulk_complete,156.26899999999998,43.09223158848287,60.75549179499121,,
CCC/C=C\CCCCC,(Z)-4-decene,(Z)-4-decene,0,0.73035,0.6821,0.931,0.513,0.134,0.123,234.0,269.0,312.0,342.5,,443.82,,313.15,373.15,wtt_bulk_complete+cpsat2,140.26999999999998,88.91555534950122,102.82074741782436,96.41020625280292,110.05035810826648
CCCCC(O)C1CCCC1,.alpha.-butylcyclopentanemethanol,.alpha.-butylcyclopentanemethanol,0,0.8818,0.8339,7.598,2.278,0.134,0.125,233.0,273.0,,,,493.0,,313.15,373.15,wtt_bulk_complete,156.26899999999998,47.63155220002655,66.48289504669701,,
CC(C)C1CC(C)(C)C1C,"1,1,2-trimethyl-3-(1-methylethyl)cyclobutane","1,1,2-trimethyl-3-(1-methylethyl)cyclobutane",0,0.744,0.6948,1.156,0.475,0.096,0.0885,224.0,263.0,280.3,316.6,,418.0,,313.15,373.15,wtt_bulk_complete+cpsat2,140.26999999999998,65.38644160919414,82.86333485401548,69.64329542347508,87.30167467182427
C=CC(C)(C)OCCC(C)C,"1,1-dimethyl-2-propenyl 3-methylbutyl ether","1,1-dimethyl-2-propenyl 3-methylbutyl ether",0,0.7715,0.7206,1.387,0.638,0.126,0.116,252.0,290.0,347.0,377.3,,449.0,,313.15,373.15,wtt_bulk_complete+cpsat2,156.26899999999998,76.46338355231369,93.2549286739032,83.66315171041374,100.42023555193204
CC1CC(C)C(C)(O)CC1C,"1,2,4,5-tetramethylcyclohexanol","1,2,4,5-tetramethylcyclohexanol",0,0.8802,0.8277,3.408,1.293,0.113,0.105,233.0,272.0,,,,469.0,,313.15,373.15,wtt_bulk_complete,156.26899999999998,54.18049914813131,70.50675939965065,,
CCC(C)(C)OCC=C(C)C,"1,1-dimethylpropyl 3-methyl-2-butenyl ether","1,1-dimethylpropyl 3-methyl-2-butenyl ether",0,0.7981,0.748,2.005,0.816,0.121,0.111,251.0,288.0,330.0,361.3,,451.0,,313.15,373.15,wtt_bulk_complete+cpsat2,156.26899999999998,66.58482564846021,83.76763758269507,71.91260486306427,89.28477703207423
CCC1CCCCC1(O)CC,"1,2-diethylcyclohexanol","1,2-diethylcyclohexanol",0,0.9067,0.8552,4.853,1.777,0.124,0.115,232.0,272.0,,,,482.0,,313.15,373.15,wtt_bulk_complete,156.26899999999998,52.093104394368034,68.45918049106862,,
CC1CCC(C)(CO)C1(C)C,"1-hydroxymethyl-1,2,2,3-tetramethylcyclopentane","1-hydroxymethyl-1,2,2,3-tetramethylcyclopentane",0,,,,,,,235.0,275.0,,,333.1,486.0,,313.15,373.15,wtt_bulk_partial_2of8,156.26899999999998,,,,
CC(C)(C)C1(O)CCCCC1,"1-(1,1-dimethylethyl)cyclohexanol",1-methylcyclononanol,0,,,,,,,225.0,266.0,,,324.6,,,313.15,373.15,wtt_bulk_partial_2of8,156.26899999999998,,,,
CCCCCCCCC1CO1,"1,2-epoxydecane","1,2-epoxydecane",0,0.925,0.869,1.005,0.529,0.145,0.133,247.0,284.0,356.0,383.0,,477.0,,313.15,373.15,wtt_bulk_complete+cpsat2,156.26899999999998,94.5946207407146,110.75350016612852,104.83919360266307,120.47386023599825
CCCCC1(O)CCCCC1,1-butylcyclohexanol,1-butylcyclohexanol,0,0.9032,0.8561,6.864,2.336,0.129,0.121,232.0,271.0,,,,500.0,,313.15,373.15,wtt_bulk_complete,156.26899999999998,47.40823796150935,64.05176538906629,,
C=COCCCCCCCC,1-(ethenyloxy)octane,1-(ethenyloxy)octane,0,0.7872,0.7379,1.042,0.556,0.147,0.135,252.0,287.0,342.0,370.0,,459.6,,313.15,373.15,wtt_bulk_complete+cpsat2,156.26899999999998,91.75003001393549,106.81960847726506,99.98015057952264,114.7318375338238
C=C(OCC(C)(C)C)C(C)C,"1-butene, 2-(2,2-dimethylpropoxy)-3-methyl-","1-butene, 2-(2,2-dimethylpropoxy)-3-methyl-",0,0.811,0.75,0.999,0.493,0.11,0.1,253.0,291.0,333.0,367.0,,421.0,,313.15,373.15,wtt_bulk_complete+cpsat2,156.26899999999998,80.12201474684404,94.9244670171529,86.56007454994895,101.32710470541063
OC1CCCCCCCCC1O,"1,2-cyclodecanediol","1,2-cyclodecanediol",0,,,,,,,239.0,282.0,,,409.6,560.0,,313.15,373.15,wtt_bulk_partial_2of8,172.26799999999997,,,,
C=CCC(O)(CCC)CCC,"1-hepten-4-ol, 4-propyl-","1-hepten-4-ol, 4-propyl-",0,0.888,0.834,23.649,2.758,0.132,0.122,253.0,292.0,374.0,401.0,,479.0,,313.15,373.15,wtt_bulk_complete+cpsat2,156.26899999999998,36.24037989373578,65.25771013930095,40.45234669262301,71.34838488809048
CCCC1(O)CCC(C)CC1,1-methyl-4-propyl-4-cyclohexanol,1-methyl-4-propyl-4-cyclohexanol,0,0.947,0.893,5.174,1.904,0.126,0.117,232.0,272.0,,,,490.0,,313.15,373.15,wtt_bulk_complete,156.26899999999998,52.44942093193186,68.89236441207431,,
CC(C)(C)C=CC(C)(C)C,"(Z)-2,2,5,5-tetramethyl-3-hexene","2,2,3-trimethyl-6-hepten-3-ol",0,0.8478,0.801,22.411,2.747,0.111,0.104,254.0,294.0,,,,,,313.15,373.15,wtt_bulk_complete,140.26999999999998,32.201315803465796,57.78858205941554,,
CCCCCCC(O)/C=C\CO,"(Z)-2-decene-1,4-diol","(Z)-2-decene-1,4-diol",0,0.9176,0.875,14.167,3.2,0.173,0.161,268.0,307.0,,,,563.0,,313.15,373.15,wtt_bulk_complete,172.26799999999997,47.03034845984333,70.51698077489996,,
CC1CCC(C(C)C)C(O)C1,"(1.alpha.,2.beta.,5.alpha.)-5-methyl-2-(1-methylethyl)cyclohexanol","2,2,4,4-tetramethyl-3-hexanone",0,0.822,0.774,1.91,0.814,0.119,0.11,252.0,291.0,318.0,352.9,,447.9,,313.15,373.15,wtt_bulk_complete+cpsat2,156.26899999999998,65.97169955725978,82.52511932198246,70.43304252779842,87.1259395812552
CCCCC(C)(C)OCC1CO1,"((1,1-Dimethylpentyloxy)-methyl)oxirane","((1,1-Dimethylpentyloxy)-methyl)oxirane",0,0.985,0.927,3.452,1.079,0.143,0.132,263.0,302.0,370.0,399.0,,483.0,,313.15,373.15,wtt_bulk_complete+cpsat2,172.26799999999997,66.19546547174878,90.11715977921112,72.86682277284012,97.46197731272404
CC(C)C(C)C(=O)C(C)(C)C,"2,2,4,5-tetramethyl-3-hexanone","2,2,4,5-tetramethyl-3-hexanone",0,0.848,0.792,1.203,0.606,0.126,0.116,251.0,291.0,330.0,364.9,,445.1,,313.15,373.15,wtt_bulk_complete+cpsat2,156.26899999999998,81.66213404681777,97.28467285712296,88.19632282267902,103.67900789517346
CCOC(=O)CCC[C@@H](C)CC,(R)-ethyl 5-methylheptanoate,(R)-ethyl 5-methylheptanoate,0,0.8511,0.7992,1.762,0.763,0.138,0.127,257.0,297.0,352.0,384.0,,470.7,,313.15,373.15,wtt_bulk_complete+cpsat2,172.26799999999997,75.07271112067066,93.21251901330902,82.01822449555564,100.19827132392696
CCCC[C@@H](C)CC(=O)OCC,(S)-ethyl 3-methylheptanoate,(S)-ethyl 3-methylheptanoate,0,0.8489,0.7972,1.767,0.765,0.138,0.127,257.0,297.0,352.0,384.0,,470.7,,313.15,373.15,wtt_bulk_complete+cpsat2,172.26799999999997,74.9314663340344,93.042794874925,81.86391214362075,100.01582731910833
CCC(C)(C)OC(=O)C(C)(C)C,"1,1-dimethylpropyl 2,2-dimethylpropanoate","1,1-dimethylpropyl 2,2-dimethylpropanoate",0,0.921,0.862,2.28,0.916,0.111,0.102,258.0,300.0,349.0,384.4,,459.0,,313.15,373.15,wtt_bulk_complete+cpsat2,172.26799999999997,61.96943586017035,78.63507811316492,67.4661164937655,84.31438529785089
