SMILES,name,search_name,priority,density_40C_g_cm3,density_100C_g_cm3,kv_40C_cSt,kv_100C_cSt,tc_40C_W_mK,tc_100C_W_mK,cp_40C_J_K_mol,cp_100C_J_K_mol,cpsat_40C_J_K_mol,cpsat_100C_J_K_mol,mp_K,bp_K,fp_K,exact_temp_40C_K,exact_temp_100C_K,notes,MolWt,FOM1_ig_40,FOM1_ig_100,FOM1_sat_40,FOM1_sat_100
CC=O,ethanal,ethanal,0,0.7537,0.669,0.244,0.173,0.179,0.15,56.9,63.3,103.7,117.4,149.79,293.57,,313.15,373.15,wtt_bulk_complete+cpsat2,44.053,173.95429145107482,173.89962048383262,205.9494473479116,206.90043618387773
O=CC=O,glyoxal,glyoxal,0,1.38,1.27,0.536,0.323,0.336,0.297,62.48,69.29,294.7,280.0,,418.8,,313.15,373.15,wtt_bulk_complete+cpsat2,58.036,224.14530641729985,243.5194959780782,346.75627765139967,360.693786939972
C1CO1,oxirane,oxirane,0,0.8421,0.7447,0.255,0.148,0.141,0.119,50.01,58.65,92.24,109.4,160.694,283.576,,313.15,373.15,wtt_bulk_complete+cpsat2,44.053,145.16639752784582,156.62178035706083,172.44603123777384,186.64395818931155
CC(=O)O,ethanoic acid,ethanoic acid,0,1.02691,0.95869,0.83,0.48,0.148,0.122,65.89,75.47,126.67,141.73,289.7,390.97,,313.15,373.15,wtt_bulk_complete+cpsat2,60.052,96.63845869338576,101.93825961204688,116.14437970072598,121.70978372318582
C=CO,ethenol,ethenol,0,0.821,0.736,0.633,0.357,0.155,0.145,59.6,66.7,,,,325.0,,313.15,373.15,wtt_bulk_complete,44.053,121.6562968634676,140.6168947234931,,
COC=O,methyl methanoate,methyl methanoate,0,0.9439,0.8444,0.305,0.206,0.175,0.151,68.88,77.73,121.6,132.6,173.44,304.751,,313.15,373.15,wtt_bulk_complete+cpsat2,60.052,162.66248679195428,169.02711623847466,190.86382468041916,196.42885411259033
C#C,ethyne,ethyne,0,,,,,,,45.09,48.9,,,,,,313.15,373.15,wtt_bulk_partial_2of8,26.037999999999997,,,,
c1ccc(Cc2ccc3ccc4cccc5ccc2c3c45)cc1,"pyrene, 1-benzyl-","pyrene, 1-benzyl-",0,,,,,,,327.0,389.0,,,362.1,,,313.15,373.15,wtt_bulk_partial_2of8,292.381,,,,
,8[4-(4'-ethylbiphenyl)]-1-octene,"benz[a]anthracene, 7,12-dimethyl-8-propyl-",0,,,,,,,374.0,439.0,,,,,,313.15,373.15,wtt_bulk_partial_2of8,292.46599999999995,,,,
O=CCO,glycolaldehyde,glycolaldehyde,0,1.1,1.019,1.764,0.687,0.154,0.144,73.9,81.8,,,,397.0,,313.15,373.15,wtt_bulk_complete,60.052,87.18542358947245,111.45506445402656,,
CCCCc1c2ccccc2c(C)c2c1ccc1ccccc12,7-butyl-12-methylbenz[a]anthracene,7-butyl-12-methylbenz[a]anthracene,0,,,,,,,373.0,438.0,,,,,,313.15,373.15,wtt_bulk_partial_2of8,298.429,,,,
COC,dimethyl ether,dimethyl ether,0,0.63625,0.5001,0.176,0.144,0.1147,0.088,,,115.0,150.1,131.661,248.37,,313.15,373.15,wtt_bulk_partial_6of8+cpsat2,46.069,,,190.50577400709815,179.57941061705944
,"benzene, 1,1',1''-(3-methyl-2-butene-1,2,4-triyl)tris-, (E)-","benzene, 1,1',1''-(3-methyl-2-butene-1,2,4-triyl)tris-, (E)-",0,,,,,,,,,,,,,,313.15,373.15,wtt_bulk_no_props,298.429,,,,
[2H]C([2H])C([2H])([2H])[2H],ethane,ethane,0,,,,,,,,,,,,184.57,,313.15,373.15,wtt_bulk_no_props,30.07,,,,
CC(C)CCc1c2ccccc2cc2c1ccc1ccccc12,"benz[a]anthracene, 7-(3-methylbutyl)-","benz[a]anthracene, 7-(3-methylbutyl)-",0,,,,,,,372.0,439.0,,,,,,313.15,373.15,wtt_bulk_partial_2of8,298.429,,,,
CCCCCc1c2ccccc2cc2c1ccc1ccccc12,"benz[a]anthracene, 7-pentyl-","benz[a]anthracene, 7-pentyl-",0,,,,,,,372.0,438.0,,,,,,313.15,373.15,wtt_bulk_partial_2of8,298.429,,,,
CCCCCc1cccc2cc3c(ccc4ccccc43)cc12,"benz[a]anthracene, 8-pentyl-","benz[a]anthracene, 8-pentyl-",0,,,,,,,372.0,438.0,,,,,,313.15,373.15,wtt_bulk_partial_2of8,298.429,,,,
C=C=O,ethenone,ethenone,0,,,,,,,53.0,57.6,92.9,137.0,,223.43,,313.15,373.15,wtt_bulk_partial_2of8+cpsat2,42.037,,,,
CC(O)O,"1,1-ethanediol","1,1-ethanediol",0,1.105,1.042,32.579,4.798,0.195,0.183,86.6,97.5,,,,459.0,,313.15,373.15,wtt_bulk_complete,62.068,43.90450858813668,74.3318944262864,,
OCCO,"1,2-ethanediol","1,2-ethanediol",0,1.0994,1.0557,8.705,1.951,0.2579,0.2537,85.55,97.14,,,,470.59,,313.15,373.15,wtt_bulk_complete,62.068,69.95622984238821,109.1265984598384,,
CCCCCc1cccc2ccc3cc4ccccc4cc3c12,pentylbenz[a]anthracene,pentylbenz[a]anthracene,0,,,,,,,372.0,438.0,,,,,,313.15,373.15,wtt_bulk_partial_2of8,298.429,,,,
COOC,dimethyl peroxide,dimethyl peroxide,0,0.803,0.704,0.244,0.176,0.152,0.126,84.2,90.6,116.3,131.8,,270.0,,313.15,373.15,wtt_bulk_complete+cpsat2,62.068,163.85249350923732,160.2353356198212,179.43631314842716,178.05342711342948
C#C,ethyne,ethyl hydroperoxide,0,0.907,0.819,1.014,0.562,0.183,0.169,85.5,93.5,,,,368.0,,313.15,373.15,wtt_bulk_complete,26.037999999999997,155.5843085863818,177.8890680426244,,
[C]=C,ethenylidene,ethenylidene,0,,,,,,,,,,,,,,313.15,373.15,wtt_bulk_no_props,26.037999999999997,,,,
[2H]OC([2H])([2H])C([2H])([2H])[2H],ethanol,ethanol,0,0.77247,0.7131,1.064,0.452,0.16167,0.1484,,,127.0,156.6,,351.39,,313.15,373.15,wtt_bulk_partial_6of8+cpsat2,46.069,,,119.66216522177017,151.84748287675737
O=COC=O,methanoic anhydride,methanoic anhydride,0,,,,,,,72.69,80.15,,,,,,313.15,373.15,wtt_bulk_partial_2of8,74.035,,,,
O=C(O)C(=O)O,ethanedioic acid,ethanedioic acid,0,,,,,,,100.6,109.9,,,,,,313.15,373.15,wtt_bulk_partial_2of8,90.03399999999999,,,,
C#CC,1-propyne,1-propyne,0,0.587,0.461,0.204,0.143,0.11,0.084,,,98.0,140.0,169.87,248.0,,313.15,373.15,wtt_bulk_partial_6of8+cpsat2,40.065,,,172.52987336670043,173.6487909078935
C=C=C,"1,2-propadiene","1,2-propadiene",0,0.5571,0.4287,0.142,0.114,,,61.06,68.78,108.8,176.0,136.7,239.02,,313.15,373.15,wtt_bulk_partial_6of8+cpsat2,40.065,,,,
C#CCO,2-propyn-1-ol,2-propyn-1-ol,0,0.929,0.86,1.625,0.64,0.131,0.123,80.5,88.6,,,221.39,375.0,,313.15,373.15,wtt_bulk_complete,56.064,79.29388204355207,101.18565646660883,,
C=CC=O,2-propenal,2-propenal,0,0.8154,0.7402,0.319,0.184,0.162,0.144,73.85,83.67,121.7,132.6,185.36,325.48,,313.15,373.15,wtt_bulk_complete+cpsat2,56.064,146.01935221068507,162.2265922908585,168.04889516132826,184.6607788026388
O=c1c(O)c1O,deltic acid,deltic acid,0,1.56,1.454,1.474,0.447,0.22,0.206,99.0,109.5,,,,407.0,,313.15,373.15,wtt_bulk_complete,86.04599999999999,125.4174221504394,172.15391671379876,,
C#CC=O,propargyl aldehyde,propargyl aldehyde,0,0.85,0.79,0.412,0.259,0.129,0.118,67.6,73.9,93.9,102.5,,318.0,,313.15,373.15,wtt_bulk_complete+cpsat2,54.048,106.694819776197,116.92816823889537,117.02810149931533,128.1994284637853
O=c1occo1,vinylene carbonate,vinylene carbonate,0,1.337,1.277,2.019,0.728,0.21,0.199,74.1,85.4,109.7,119.8,,451.4,,313.15,373.15,wtt_bulk_complete+cpsat2,86.04599999999999,87.1935340564582,116.31815528937224,97.3676174072478,127.93763253532956
O=C(O)CO,glycolic acid,glycolic acid,0,,,,,,,83.8,92.8,,,,,,313.15,373.15,wtt_bulk_partial_2of8,76.051,,,,
O=C1CCO1,"1,3-propiolactone","1,3-propiolactone",0,1.283,1.215,1.255,0.486,0.194,0.181,74.34,86.43,123.79,133.62,239.867,434.0,,313.15,373.15,wtt_bulk_complete+cpsat2,72.063,102.60909523408108,132.99731289133055,118.43591014679208,150.3373126447238
C1=CC1,cyclopropene,cyclopropene,0,0.69,0.54,0.136,0.119,,,55.18,64.16,100.5,154.0,,237.6,,313.15,373.15,wtt_bulk_partial_6of8+cpsat2,40.065,,,,
O=C1CC1,cyclopropanone,cyclopropanone,0,1.104,0.991,0.241,0.144,0.167,0.145,67.2,78.07,154.9,164.0,,341.0,,313.15,373.15,wtt_bulk_complete+cpsat2,56.064,176.35025740876213,192.0948852889388,223.04812932628352,236.69853846227304
CC(=O)OO,peroxyethanoic acid,peroxyethanoic acid,0,,,,,,,85.22,95.66,,,,,,313.15,373.15,wtt_bulk_partial_2of8,76.051,,,,
O=COC=O,methanoic anhydride,"ethyne, methoxy-",0,0.75,0.649,0.293,0.208,0.111,0.091,79.2,85.6,128.1,143.7,,281.0,,313.15,373.15,wtt_bulk_complete+cpsat2,74.035,116.78959750887223,113.95823322484902,133.70459669866116,131.8358204648498
O=C1OCCO1,ethylene carbonate,ethylene carbonate,0,1.3218,1.266,1.513,0.79,0.22,0.208,85.16,99.03,138.71,150.6,309.4812,519.1,,313.15,373.15,wtt_bulk_complete+cpsat2,88.062,98.98081266838584,119.08691610241772,113.54045813542082,133.99142888788737
CC(=O)C=O,acetylformaldehyde,acetylformaldehyde,0,1.0216,0.9516,0.401,0.224,0.161,0.148,86.8,95.7,115.1,125.4,,346.0,,313.15,373.15,wtt_bulk_complete+cpsat2,72.063,130.27002456411287,148.46719609285384,141.03255859058285,160.19578154584048
C1CC1,cyclopropane,cyclopropane,0,0.59488,0.4639,0.185,0.131,0.11,0.086,,,98.0,142.0,145.55,241.7,,313.15,373.15,wtt_bulk_partial_6of8+cpsat2,42.081,,,176.82587679756713,181.21524987479305
O=CCC=O,propanedial,propanedial,0,1.001,0.942,1.289,0.552,0.169,0.158,78.16,89.4,159.8,164.4,,430.0,,313.15,373.15,wtt_bulk_complete+cpsat2,72.063,89.87457020888569,112.88880436682116,109.90220837720636,133.99013027141388
C=CC,propene,propene,0,,,,,,,,,,,87.85,225.53,,313.15,373.15,wtt_bulk_no_props,42.081,,,,
C=CC(=O)O,propenoic acid,propenoic acid,0,,,,,0.152,0.13,84.9,96.43,,,286.71,413.0,,313.15,373.15,wtt_bulk_partial_4of8,72.063,,,,
C=COC=O,vinyl methanoate,vinyl methanoate,0,0.9183,0.8176,0.293,0.192,0.16,0.137,86.9,95.2,148.0,158.8,,315.0,,313.15,373.15,wtt_bulk_complete+cpsat2,72.063,156.96441136185138,162.2343347308204,182.3263983816706,187.3490277949429
O=c1cc1,2-cyclopropen-1-one,2-cyclopropen-1-one,0,,,,,,,58.1,66.3,,,244.7,,,313.15,373.15,wtt_bulk_partial_2of8,54.048,,,,
C=C=C,"carbon, triatomic","carbon, triatomic",0,,,,,,,37.52,37.48,,,,,,313.15,373.15,wtt_bulk_partial_2of8,36.033,,,,
CC1CO1,methyloxirane,methyloxirane,0,0.8046,0.7189,0.323,0.179,0.115,0.1,75.6,87.68,125.6,141.8,161.244,307.36,,313.15,373.15,wtt_bulk_complete+cpsat2,58.080000000000005,117.61045310497724,130.93122715794365,135.66365941588336,149.889717076761
C1COC1,oxetane,oxetane,0,0.8744,0.794,0.377,0.214,0.122,0.108,65.0,77.65,117.2,130.6,176.2,320.735,,313.15,373.15,wtt_bulk_complete+cpsat2,58.080000000000005,110.59828962202288,124.9128008407873,130.54649638573738,144.58557595403622
[CH+]=C=[CH-],2-propynylidyne,2-propynylidyne,0,,,,,,,,,,,,,,313.15,373.15,wtt_bulk_no_props,38.049,,,,
CCC=O,propanal,propanal,0,0.7778,0.703,0.35,0.218,0.155,0.137,82.82,92.02,136.6,145.0,171.3329,321.11,,313.15,373.15,wtt_bulk_complete+cpsat2,58.080000000000005,140.711754350823,151.53299917291332,161.9799349900247,172.2106345481877
[C-]#C[CH2+],propadienylidene,propadienylidene,0,,,,,,,,,,,,,,313.15,373.15,wtt_bulk_no_props,38.049,,,,
CC1CO1,(R)-methyloxirane,(R)-methyloxirane,0,0.903,0.81,0.207,0.123,0.116,0.1,77.3,89.0,124.7,139.6,,308.0,,313.15,373.15,wtt_bulk_complete+cpsat2,58.080000000000005,138.1045580031074,149.51773966532016,157.99027462308217,169.70146138690643
[CH]=C=C,propargyl radical,propargyl radical,0,,,,,,,,,,,,,,313.15,373.15,wtt_bulk_no_props,39.057,,,,
C#CC(=O)O,propynoic acid,propynoic acid,0,,,,,,,77.5,84.9,,,,,,313.15,373.15,wtt_bulk_partial_2of8,70.047,,,,
C[C@@H]1CO1,(S)-methyloxirane,(S)-methyloxirane,0,0.902,0.809,0.206,0.124,0.116,0.1,77.3,89.0,124.3,139.2,,307.9,,313.15,373.15,wtt_bulk_complete+cpsat2,58.080000000000005,138.29281640829555,149.17756390966244,158.0627225633884,169.17875272915973
C=CCO,2-propenol,2-propenol,0,0.7681,0.7108,1.185,0.508,0.161,0.151,79.0,90.56,,,,370.017,,313.15,373.15,wtt_bulk_complete,58.080000000000005,93.94324328046314,118.30735546684656,,
[C]#CC,1-propynyl,1-propynyl,0,,,,,,,,,,,,,,313.15,373.15,wtt_bulk_no_props,39.057,,,,
OC1CC1,cyclopropanol,cyclopropanol,0,0.93,0.86,0.441,0.252,0.122,0.116,78.82,92.7,,,,337.0,,313.15,373.15,wtt_bulk_complete,58.080000000000005,107.4537336097538,126.95884451218596,,
C=COC,methoxyethene,methoxyethene,0,0.705,0.607,0.196,0.135,0.138,0.112,82.4,91.6,132.0,151.6,,280.0,,313.15,373.15,wtt_bulk_complete+cpsat2,58.080000000000005,164.1674509120954,161.66222960097272,187.4365047042969,186.2764929210599
CC(C)=O,propanone,propanone,0,0.76766,0.6938,0.348,0.244,0.14907,0.12578,,,126.7,138.2,,329.23,,313.15,373.15,wtt_bulk_partial_6of8+cpsat2,58.080000000000005,,,153.90378465505077,154.24528947819437
CCOC=O,ethyl methanoate,ethyl methanoate,0,,,,,0.15,0.137,91.67,103.9,146.2,158.4,193.54,327.228,,313.15,373.15,wtt_bulk_partial_4of8+cpsat2,74.07900000000001,,,,
COC(C)=O,methyl ethanoate,methyl ethanoate,0,0.90696,0.8181,0.353,0.225,0.148,0.128,88.83,100.2,146.8,173.7,174.95,329.84,,313.15,373.15,wtt_bulk_complete+cpsat2,74.07900000000001,135.74999003535876,143.60146023046804,156.35436599532517,167.63722186919185
CCC(=O)O,propanoic acid,propanoic acid,0,0.97205,0.90736,0.867,0.499,0.1417,0.1303,90.6,102.3,157.41,178.68,252.65,414.205,,313.15,373.15,wtt_bulk_complete+cpsat2,74.07900000000001,93.97540593910256,106.94542063616598,109.77393684759568,125.11032152550608
O=C(CO)CO,"1,3-dihydroxy-2-propanone","1,3-dihydroxy-2-propanone",0,,,,,,,117.1,128.7,,,347.6,528.0,,313.15,373.15,wtt_bulk_partial_2of8,90.078,,,,
C1COCO1,"1,3-dioxacyclopentane","1,3-dioxacyclopentane",0,1.04006,0.9598,0.477,0.287,0.139,0.125,77.4,91.2,125.2,141.3,,348.533,,313.15,373.15,wtt_bulk_complete+cpsat2,74.07900000000001,111.4594203299709,124.76421193216218,127.60569156648992,141.11671880474606
OC1COC1,3-hydroxyoxetane,3-hydroxyoxetane,0,1.427,1.315,1.752,0.684,0.157,0.142,86.9,99.8,,,,432.0,,313.15,373.15,wtt_bulk_complete,74.07900000000001,95.72801393995326,120.64508152855426,,
COC(=O)OC,dimethyl carbonate,dimethyl carbonate,0,1.04291,0.959,0.462,0.285,0.15975,0.1369,,,166.6,176.3,272.0,363.11,,313.15,373.15,wtt_bulk_partial_6of8+cpsat2,90.078,,,147.79064441466713,153.95602070034073
C1OCOCO1,"1,3,5-trioxane","1,3,5-trioxane",0,,,,,,,86.5,103.1,,,333.4,388.9,,313.15,373.15,wtt_bulk_partial_2of8,90.078,,,,
CC=C=O,"ketene, methyl-","ketene, methyl-",0,,,,,,,73.36,80.82,,,,,,313.15,373.15,wtt_bulk_partial_2of8,56.064,,,,
CC(=O)CO,acetol,acetol,0,1.052,0.984,2.757,0.986,0.2,0.187,99.7,110.4,,,,425.0,,313.15,373.15,wtt_bulk_complete,74.07900000000001,90.58033431772344,118.61176335494623,,
CC(O)C(=O)O,(S)-2-hydroxypropanoic acid,(S)-2-hydroxypropanoic acid,0,,,,,,,111.4,126.6,,,330.4,512.0,,313.15,373.15,wtt_bulk_partial_2of8,90.078,,,,
[CH+]=C=[CH-],2-propynylidyne,methoxyethanal,0,0.9857,0.9033,0.477,0.271,0.192,0.172,96.8,106.7,171.0,178.0,,365.4,,313.15,373.15,wtt_bulk_complete+cpsat2,38.049,181.91727147912775,202.53892796735207,213.49563561525315,233.89934326172684
O=CC(O)CO,glyceraldehyde,glyceraldehyde,0,1.21,1.13,5.868,1.77,0.205,0.19,115.2,129.0,,,,440.0,,313.15,373.15,wtt_bulk_complete,90.078,76.92700638267128,105.34289155881372,,
CC(=O)C(=O)O,2-oxopropanoic acid,2-oxopropanoic acid,0,,,,,,,96.7,106.6,,,,,,313.15,373.15,wtt_bulk_partial_2of8,88.062,,,,
COC(C)=O,methyl ethanoate,1-propanol,0,0.7874,0.73239,1.742,0.587,0.1504,0.1372,89.08,102.2,,,148.764,,,313.15,373.15,wtt_bulk_complete,74.07900000000001,76.64810127247175,101.2754291542046,,
CCC(=O)O,propanoic acid,2-propanol,0,0.76789,0.70499,1.744,0.46,0.1322,0.1209,93.01,106.5,,,185.242,,,313.15,373.15,wtt_bulk_complete,74.07900000000001,73.40922782618685,104.04487532105668,,
OC1COC1,3-hydroxyoxetane,"1,3-propanediol",0,1.04068,1.0005,20.554,3.518,0.2252,0.2159,111.0,124.4,,,245.5,,,313.15,373.15,wtt_bulk_complete,74.07900000000001,49.830049857227074,82.0155385699814,,
C[C@H](O)CO,"1,2-propanediol","1,2-propanediol",0,1.02139,0.97285,17.134,2.015,0.2006,0.1912,110.7,125.4,197.9,223.7,242.8,460.413,,313.15,373.15,wtt_bulk_complete+cpsat2,76.095,50.47774396679751,92.22407597350237,59.43898882883526,108.5311130250936
O=C(O)CC(=O)O,propanedioic acid,propanedioic acid,0,,,,,,,117.2,131.5,,,,,,313.15,373.15,wtt_bulk_partial_2of8,104.061,,,,
OCC1CO1,"2,3-epoxy-1-propanol","2,3-epoxy-1-propanol",0,,,,,0.151,0.14,94.7,107.3,,,,,,313.15,373.15,wtt_bulk_partial_4of8,74.07900000000001,,,,
COC(=O)CO,methyl hydroxyethanoate,methyl hydroxyethanoate,0,1.151,1.0767,1.998,0.827,0.186,0.175,105.1,119.0,,,,423.27,,313.15,373.15,wtt_bulk_complete,90.078,92.7041644303832,117.76316315132549,,
CCC,propane,propane,0,,,,,,,,,,,,231.036,,313.15,373.15,wtt_bulk_no_props,44.097,,,,
COCOC,dimethoxymethane,dimethoxymethane,0,0.8331,0.7425,0.327,0.211,0.1371,0.1134,108.4,118.4,163.96,175.1,168.04,315.22,,313.15,373.15,wtt_bulk_complete+cpsat2,76.095,138.5546199249989,140.17943972588972,155.65857425874003,156.4901038871063
OCC(O)CO,"1,2,3-propanetriol","1,2,3-propanetriol",0,1.2483,1.2077,230.714,14.822,0.275,0.249,128.1,143.7,,,291.06,563.1,,313.15,373.15,wtt_bulk_complete,92.094,28.616428284615527,59.56774035172919,,
O=C(CO)CO,"1,3-dihydroxy-2-propanone",methoxyethane,0,0.673,0.5765,0.232,0.16,0.109,0.087,96.41,108.5,146.7,170.4,,,,313.15,373.15,wtt_bulk_complete+cpsat2,90.078,121.54568126320578,118.6312912262837,136.78005729126338,134.69307501541928
C[C@@H](O)CO,"D-(-)-1,2-propanediol","D-(-)-1,2-propanediol",0,1.0005,0.945,35.982,5.185,0.152,0.142,110.7,125.4,,,,460.9,,313.15,373.15,wtt_bulk_complete,76.095,34.8524337405322,59.27780260408747,,
C[C@H](O)CO,"L-(+)-1,2-propanediol","L-(+)-1,2-propanediol",0,1.014,0.958,36.489,5.324,0.152,0.142,110.7,125.4,,,,462.5,,313.15,373.15,wtt_bulk_complete,76.095,34.80321953237209,58.98693572693793,,
COCCO,2-methoxyethanol,2-methoxyethanol,0,0.9462,0.88786,1.23,0.573,0.1841,0.1566,109.7,121.4,180.01,194.3,,397.41,,313.15,373.15,wtt_bulk_complete+cpsat2,76.095,104.58295432823978,118.75874221976656,120.21695518936524,135.5571006943671
CC(C)C,2-methylpropane,2-methylpropane,0,0.53119,0.4296,0.244,0.158,0.08405,0.06657,,,146.1,182.7,113.562,261.4,,313.15,373.15,wtt_bulk_partial_6of8+cpsat2,58.123999999999995,,,128.24151302042858,130.51341141948683
CCC(C)O,(RS)-2-butanol,(RS)-2-butanol,0,0.78946,0.72795,2.279,0.563,0.1311,0.118,117.2,133.6,,,184.712,372.56,,313.15,373.15,wtt_bulk_complete,74.12299999999999,71.7621800643807,102.29435175004512,,
CCCOO,n-propyl hydroperoxide,n-propyl hydroperoxide,0,0.8791,0.797,1.103,0.615,0.143,0.132,109.7,121.4,,,,377.0,,313.15,373.15,wtt_bulk_complete,76.095,99.00541515865996,113.3501077478018,,
COCC(=O)O,methoxyacetic acid,methoxyacetic acid,0,,,,,0.179,0.165,106.7,117.7,,,,,,313.15,373.15,wtt_bulk_partial_4of8,90.078,,,,
CCCOC,1-methoxypropane,1-methoxypropane,0,0.7024,0.6237,0.3,0.216,0.117,0.1,116.3,131.4,169.44,190.1,133.984,311.694,,313.15,373.15,wtt_bulk_complete+cpsat2,74.12299999999999,125.1020750989922,126.85424530536388,139.0718155968042,140.74137808033555
CCCCO,1-butanol,1-butanol,0,0.79411,0.74228,2.192,0.756,0.1489,0.1382,112.8,130.3,,,184.552,390.79,,313.15,373.15,wtt_bulk_complete,74.12299999999999,74.95411729991812,99.81338525388406,,
CC(C)CO,2-methyl-1-propanol,2-methyl-1-propanol,0,0.78621,0.7328,2.693,0.708,0.129,0.1199,117.5,135.0,194.38,249.76,171.193,380.992,,313.15,373.15,wtt_bulk_complete+cpsat2,74.12299999999999,65.09168278342628,93.51136347363064,74.9931396786262,111.17949270636234
CCC(C)O,S(+)-2-butanol,S(+)-2-butanol,0,0.79019,0.7301,2.329,0.534,0.125,0.116,117.5,135.0,,,177.392,372.634,,313.15,373.15,wtt_bulk_complete,74.12299999999999,68.52222218367055,102.18727732473596,,
OCC(O)CO,"1,2,3-propanetriol",diethyl ether,0,0.68977,0.60952,0.282,0.191,0.1197,0.0942,122.9,136.5,176.01,197.4,,563.1,,313.15,373.15,wtt_bulk_complete+cpsat2,92.094,124.3226631660931,120.2809032658322,137.53999830893449,133.43354331557026
CCCC,butane,butane,0,0.55492,0.4671,0.248,0.166,0.09872,0.07823,,,146.3,174.4,,272.66,,313.15,373.15,wtt_bulk_partial_6of8+cpsat2,58.123999999999995,,,137.60323225738722,136.9379170878171
,"carbon, tetraatomic","carbon, tetraatomic",0,0.92,0.82,0.141,0.093,0.57,0.492,51.45,55.93,84.5,94.2,,279.0,,313.15,373.15,wtt_bulk_complete+cpsat2,48.044,463.81585196461646,480.23577732254535,533.2829179582044,556.086744562097
CC(O)C(=O)O,2-hydroxypropanoic acid,2-hydroxypropanoic acid,0,,,,,,,107.7,121.7,,,290.0,,,313.15,373.15,wtt_bulk_partial_2of8,90.078,,,,
COCCOC,"1,2-dimethoxyethane","1,2-dimethoxyethane",0,0.84495,0.77395,0.423,0.271,0.1403,0.1183,132.5,146.3,190.6,210.8,204.16,357.95,,313.15,373.15,wtt_bulk_complete+cpsat2,90.122,123.43867353461364,127.26653504192018,136.7321020097797,141.0378870067965
CC(C)(C)O,2-methyl-2-propanol,2-methyl-2-propanol,0,0.76481,0.6968,2.72,0.508,0.1088,0.104,118.4,135.5,,,,355.49,,313.15,373.15,wtt_bulk_complete,74.12299999999999,61.60355676791594,99.30884288251232,,
CC(O)C(C)O,"2,3-butanediol, (.+-.)-","2,3-butanediol, (.+-.)-",0,0.9766,0.9252,17.622,2.057,0.147,0.137,134.6,154.3,,,280.2,452.1,,313.15,373.15,wtt_bulk_complete,90.122,41.005497524515825,74.12106811149927,,
OCCCCO,"1,4-butanediol","1,4-butanediol",0,1.00371,0.9658,35.219,5.063,0.2056,0.1964,135.2,152.3,208.34,242.15,293.575,502.781,,313.15,373.15,wtt_bulk_complete+cpsat2,90.122,39.47486557013811,68.16161938326918,44.58078028773837,77.65856824546266
CCC(C)O,l-sec-butyl alcohol,l-sec-butyl alcohol,0,0.7886,0.7212,2.283,0.541,0.125,0.116,117.5,135.0,,,,371.9,,313.15,373.15,wtt_bulk_complete,74.12299999999999,71.16942743045728,105.15520195690316,,
CC(O)CCO,"(R)-1,3-butanediol","(R)-1,3-butanediol",0,1.02,0.962,44.118,5.925,0.154,0.144,134.9,153.3,,,,474.0,,313.15,373.15,wtt_bulk_complete,90.122,33.906074524854915,58.913569235033464,,
CC(C)(C)OO,"1,1-dimethylethyl hydroperoxide","1,1-dimethylethyl hydroperoxide",0,0.8749,0.8084,1.612,0.693,0.129,0.121,134.2,151.4,,,,389.4,,313.15,373.15,wtt_bulk_complete,90.122,78.58826385169594,98.45570074409297,,
COC(C)C,isopropyl methyl ether,isopropyl methyl ether,0,0.6967,0.616,0.294,0.205,0.111,0.093,115.0,130.9,165.9,186.9,,303.925,,313.15,373.15,wtt_bulk_complete+cpsat2,74.12299999999999,121.61681519658042,122.92472901089953,134.82241810951805,135.8775893990814
CCC(O)CO,"1,2-butanediol","1,2-butanediol",0,0.98736,0.9383,20.661,1.78,0.15,0.141,134.9,153.3,239.1,268.5,,469.569,,313.15,373.15,wtt_bulk_complete+cpsat2,90.122,39.29080070973271,77.64391744636688,46.15438333152402,90.9026323765498
CC(O)C(=O)O,"propanoic acid, 2-hydroxy-, (R)-","propanoic acid, 2-hydroxy-, (R)-",0,,,,,,,107.7,121.7,,,,,,313.15,373.15,wtt_bulk_partial_2of8,90.078,,,,
C[C@H](O)CCO,"1,3-butanediol","1,3-butanediol",0,0.99024,0.94609,40.303,3.934,0.1746,0.1535,134.9,153.3,230.0,264.9,,481.375,,313.15,373.15,wtt_bulk_complete+cpsat2,90.122,35.25163820757871,64.0993090227077,40.9600976253717,74.76068890235514
COCC(C)O,1-methoxy-2-propanol,1-methoxy-2-propanol,0,0.90177,0.839,1.326,0.542,0.137,0.129,133.6,150.3,,,,393.04,,313.15,373.15,wtt_bulk_complete,90.122,85.19198784345048,108.46889197843362,,
C[C@H](O)[C@@H](C)O,"2,3-butanediol","2,3-butanediol",0,0.98665,0.9308,38.514,1.504,0.147,0.137,134.6,154.3,,,,454.2,,313.15,373.15,wtt_bulk_complete,90.122,33.68732973017728,82.85874544195181,,
C[C@H](O)[C@H](C)O,"2,3-butanediol, [R-(R*,R*)]-","2,3-butanediol, [R-(R*,R*)]-",0,0.9722,0.9092,20.572,3.3,0.147,0.136,134.6,154.3,,,,447.0,,313.15,373.15,wtt_bulk_complete,90.122,41.57127071355481,68.35502036343031,,
,"butane, 2,3-dihydroxy-, isomer not specified","butane, 2,3-dihydroxy-, isomer not specified",0,0.98817,0.9316,17.062,1.857,0.147,0.137,134.6,154.3,,,292.1,455.6,,313.15,373.15,wtt_bulk_complete,90.122,42.51047500744061,78.3693515793627,,
