SMILES,name,beta_40C,rho_40C_fit,fit_r2,n_points,flag
CCCC(C)=O,2-pentanone,0.0012532359796282656,0.7873359300699305,0.9999894034817691,11,
C1=CC2CCC1C2,bicyclo[2.2.1]hept-2-ene,0.001129936888001162,0.8570858461538463,0.999996470817678,11,
C1=CCCCCC1,cycloheptene,0.0011275364574084396,0.8085387132867132,0.9999997058400708,11,
O=C1CCCCC1,cyclohexanone,0.0009545414176983468,0.928772181818182,0.999991172888825,11,
C1CCC2OC2C1,7-oxabicyclo[4.1.0]heptane,0.0010691889928192988,0.9567725034965036,0.9999996975080099,11,
C[C@@H]1CCC[C@@H]1C,"cis-1,2-dimethylcyclopentane",0.0012157158710544716,0.7545323636363637,0.9999980306299255,11,
C[C@@H]1CC[C@H](C)C1,"cis-1,3-dimethylcyclopentane",0.001281109158034285,0.7265009650349654,0.9999984710267424,11,
C1CCCCCC1,cycloheptane,0.0010915552633906653,0.7940083216783217,0.9999991804636903,11,
CC1CCCCC1,methylcyclohexane,0.001165100541769299,0.7520589090909092,0.9999955653983846,11,
CCCC(=O)CC,3-hexanone,0.001135408264929458,0.7964692027972028,0.9999989980479562,11,
CCCCCC=O,hexanal,0.0010843010485204671,0.8012902517482524,0.9999989029047816,11,
CCCCC(C)=O,2-hexanone,0.0011184764200838967,0.7943937902097906,0.9999998850945269,11,
CC(=O)C(C)(C)C,"3,3-dimethyl-2-butanone",0.001217056509886512,0.7880712727272727,0.9999967269619559,11,
CC1COC(=O)O1,"1,2-propanediyl carbonate",0.0008785979681498803,1.1836932027972034,0.9999995539623014,11,
CCCCC(=O)O,pentanoic acid,0.0009617110972851902,0.9207619580419584,0.9999982297186057,11,
CC(C)OC(C)C,bis(1-methylethyl) ether,0.0015344649986691245,0.702466195804196,0.9999870732304782,11,
CCCOCCC,dipropyl ether,0.0013108833073766236,0.7281353426573429,0.9999858199630507,11,
CC(O)C(C)(C)C,"3,3-dimethyl-2-butanol",0.0010998611926814645,0.801097062937063,0.9999991193073365,11,
CCCCCCO,1-hexanol,0.0009165688318090581,0.8043500559440562,0.9999946647537912,11,
CCOC(=O)OC,ethyl methyl carbonate,0.001270482010242845,1.0289184475524482,0.9999987447252101,11,
C=Cc1ccccc1,styrene,0.0009575896988720328,0.8885014265734267,0.9999886681139153,11,
C1=C\C=C/C=C\C=C/1,"1,3,5,7-cyclooctatetraene",0.0010237774999014523,0.9004469650349657,0.9999950842337909,11,
O=Cc1ccccc1,benzaldehyde,0.0008849796893787559,1.0281781538461539,0.9999998153997144,11,
CCc1ccccc1,ethylbenzene,0.0010239525556062585,0.8504218321678324,0.9999978358423107,11,
Cc1cccc(C)c1,"1,3-dimethylbenzene",0.0010087638210216068,0.8471158881118882,0.9999885236235985,11,
Cc1ccccc1C,"1,2-dimethylbenzene",0.0009810849825298816,0.8629708951048951,0.9999973846340915,11,
OCc1ccccc1,benzyl alcohol,0.0007470345327309666,1.0304551048951052,0.9999999330560911,11,
Cc1cccc(O)c1,3-methylphenol,0.000789923562635908,1.017998825174825,0.9999998441615686,11,
C1=CC2CCC1CC2,bicyclo[2.2.2]oct-2-ene,0.0008094892315571957,0.8950897342657343,0.9999991505410257,11,
C[C@@H]1CC2CCC1C2,exo-2-methylbicyclo[2.2.1]heptane,0.0010712287919722482,0.8545720559440562,0.9999991706150572,11,
CC1CC2CCC1C2,endo-2-methylbicyclo[2.2.1]heptane,0.0010698361186764265,0.8665532167832173,0.9999996531467091,11,
C1CC2CCC1CC2,bicyclo[2.2.2]octane,-0.0009282033852986783,0.7747174265734269,0.9999032747272888,11,negative_beta
O=C1CCC(=O)CC1,"1,4-cyclohexanedione",0.0007576955760507574,1.248445006993007,0.9999999582151972,11,
CC1(C)CCCCC1,"1,1-dimethylcyclohexane",0.0010941019307754325,0.7644082657342662,0.9999986515170224,11,
CC(C)=CC(C)(C)C,"2,4,4-trimethyl-2-pentene",0.001267157086649167,0.7037952307692308,0.9999945937859306,11,
O=C1CCCCCO1,6-hexanolactone,0.0007222910875082056,1.0219946433566436,0.9999999388267989,11,
CCCCCCC=O,heptanal,0.0011400361973767034,0.800037370629371,0.9999991818866918,11,
CC(C)C(=O)C(C)C,"2,4-dimethyl-3-pentanone",0.001312900273662756,0.78873048951049,0.9999348195985288,11,
CCCCC(C)CC,3-methylheptane,0.0011825163189910723,0.6894786993006995,0.9999941052145288,11,
CCCC(C)C(C)C,"hexane, 2,3-dimethyl-",0.0011927467524849738,0.6961137482517483,0.9999940850757519,11,
CCCCCCCC,octane,0.0011919110277580954,0.6860700839160838,0.9999953419736177,11,
CC(C)(C)C(C)(C)C,"2,2,3,3-tetramethylbutane",0.0013405569362534351,0.7122958881118885,0.9999571695692557,11,
CC(C)CC(C)(C)C,"2,2,4-trimethylpentane",0.001251363880882743,0.6753788951048951,0.9999915537697815,11,
CC(C)C(C)C(C)C,"2,3,4-trimethylpentane",0.0011152784476991257,0.7034132447552449,0.999988394913866,11,
CCCOC(C)(C)C,"ethane, 1,1-dimethyl-1-propoxy-",0.0013580991365977296,0.7319733006993007,0.9999967235873524,11,
CCCCCCCO,1-heptanol,0.0008949954759964623,0.8081883776223776,0.9999997619256223,11,
CC(C)OC(C)(C)C,"1-methylethyl 1,1-dimethylethyl ether",0.0014173836193873764,0.721374125874126,0.9999952018173869,11,
CCOC(=O)OCC,diethyl carbonate,0.0012014031864554199,0.9521917482517488,0.9999973757438807,11,
CCCc1ccccc1,propylbenzene,0.0009997576662660209,0.845123216783217,0.9999987695174847,11,
Cc1cccc(C)c1C,"1,2,3-trimethylbenzene",0.0009145122653789824,0.878478125874126,0.9999997663884143,11,
Cc1ccc(C)c(C)c1,"1,2,4-trimethylbenzene",0.0009481394368338995,0.8596440979020981,0.9999966900620874,11,
Cc1cc(C)cc(C)c1,"1,3,5-trimethylbenzene",0.0009744282448551698,0.84881620979021,0.9999971287256921,11,
CC(C)c1ccccc1,1-methylethylbenzene,0.0010161674492543263,0.8449257202797207,0.999999080450647,11,
O=C(O)c1ccccc1,benzoic acid,0.0006937759118449381,1.149376251748252,0.9999987331890006,11,
Cc1ccc(CO)cc1,p-methylbenzyl alcohol,0.0009041437154992695,1.0515764335664342,0.9999989966500572,11,
C1CC[C@H]2CCC[C@H]2C1,cis-bicyclo[4.3.0]nonane,0.0010036094179120098,0.8639067412587416,0.9999984916456547,11,
C1CC2CCC1COC2,3-oxabicyclo[3.2.2]nonane,0.0005781428786624515,0.9615411328671329,0.9999947566724248,11,
CCCCC1CCCC1,butylcyclopentane,0.001019661860701573,0.7691024895104895,0.9999993051299284,11,
O=COC1CCCCC1,cyclohexyl methanoate,0.0009668102277098632,0.9748214685314691,0.9999998928244354,11,
CCCCCCC(C)=O,2-octanone,0.00106086555052685,0.8020609090909089,0.9999997761062157,11,
CCC(CC)(CC)CC,"3,3-diethylpentane",0.001048013803603173,0.7383039020979025,0.9999968346935884,11,
CCCCCCCCC,nonane,0.001134026546802365,0.7021708811188814,0.9999963423123679,11,
CCC(C)(C)C(C)(C)C,"2,2,3,3-tetramethylpentane",0.0010356220257302059,0.7416170629370628,0.9999999589777328,11,
CC(C)(C)CC(C)(C)C,"2,2,4,4-tetramethylpentane",0.0011531390502631537,0.7036156363636361,0.9999987339738812,11,
C1=Cc2ccccc2CC1,"1,2-dihydronaphthalene",0.000856453630062213,0.9800009930069933,0.9999976155916189,11,
CCCCC(CC)CO,2-ethyl-1-hexanol,0.0009204672762194357,0.8180739020979024,0.9999980093483534,11,
CCCCOCCCC,5-oxanonane,0.0011697512903136344,0.7507823916083921,0.9999991430829896,11,
CC(C)COCC(C)C,bis(2-methylpropyl) ether,0.001251484130660727,0.7336710069930069,0.999999700792868,11,
CCC(C)CCCCO,5-methyl-1-heptanol,0.0009237501657605094,0.8041975524475529,0.9999998950535417,11,
CCC(O)CCC(C)C,6-methyl-3-heptanol,0.0010710355491518624,0.7651075104895108,0.9999996955766345,11,
CC(C)CCCC(C)O,6-methyl-2-heptanol,0.0010163123274224179,0.7920747552447553,0.9999996820961476,11,
CC(C)COC(C)(C)C,tert-butyl isobutyl ether,0.001297103005438732,0.7340440699300701,0.9999981848577244,11,
CCCCCC(O)CC,3-octanol,0.0010357990131560793,0.8046192027972031,0.9999991938744055,11,
CCCCCCCCO,1-octanol,0.0008836199866914784,0.8111248251748256,0.9999998665212793,11,
CCCCC(O)CCC,4-octanol,0.0010045554385882387,0.8038425734265737,0.9999999825028346,11,
CCCCCC(C)(C)O,2-methyl-2-heptanol,0.00105491528763327,0.7932940699300705,0.9999587017926983,11,
c1ccc2c(c1)CCCO2,"3,4-dihydro-2H-1-benzopyran",0.0008110713159995749,1.0474827552447556,0.9999993472163613,11,
c1ccc2c(c1)CCOC2,isochroman,0.0007684801144488442,1.0718034965034968,0.9999999373803204,11,
COCCOCCOC,"2,5,8-trioxanonane",0.0010786397348175219,0.9239226853146856,0.9999969459583673,11,
CCCCc1ccccc1,butylbenzene,0.0009573479676505451,0.8441046433566437,0.9999991479444473,11,
CC(C)(C)c1ccccc1,"(1,1-dimethylethyl)benzene",0.0009796198436614848,0.8498920279720285,0.9999979997745659,11,
Cc1ccc(C)c(C)c1C,"1,2,3,4-tetramethylbenzene",0.0008984938370165796,0.888834797202798,0.9999988822039513,11,
Cc1cc(C)c(C)c(C)c1,"1,2,3,5-tetramethylbenzene",0.0008837525213969654,0.8750121258741265,0.999999792783464,11,
Cc1cc(C)c(C)cc1C,"1,2,4,5-tetramethylbenzene",0.0009098164055385804,0.870535272727273,0.9999960566958903,11,
Cc1ccc(C(C)C)cc1,1-(1-methylethyl)-4-methylbenzene,0.0009705252628137724,0.840592321678322,0.9999988356347476,11,
COC(=O)c1ccccc1,methyl benzoate,0.0008929781003947408,1.0693820279720285,0.9999999482656061,11,
Cc1ccc(C)c(O)c1C,"2,3,6-trimethylphenol",0.0007754986398060715,0.9913916083916088,0.9999999811277177,11,
C1CC2C3CCC(C3)C2C1,"tricyclo[5.2.1.0(2,6)]decane",0.0008244983648960241,0.9353368251748253,0.9999999779814448,11,
C=C(C)[C@@H]1CC=C(C)CC1,(R)-1-methyl-4-(1-methylethenyl)cyclohexene,0.0009787224448615359,0.8271188811188814,0.9999957223666216,11,
C1CC[C@H]2CCCC[C@@H]2C1,trans-bicyclo[4.4.0]decane,0.0008764338596903391,0.8547080839160841,0.9999972408557939,11,
C1CC[C@H]2CCCC[C@H]2C1,cis-bicyclo[4.4.0]decane,0.0008546426973920567,0.8815761678321682,0.9999966072108472,11,
C1CCC(C2CCCC2)C1,"1,1'-bicyclopentyl",0.0008707094913250072,0.8498486993006994,0.9999988469266171,11,
CCCCC1CCCCC1,butylcyclohexane,0.0009595082543193106,0.7842991328671332,0.9999995101388869,11,
C=CCCCCCCCC,1-decene,0.0010673813153449976,0.7253887832167834,0.9999968975605286,11,
Cc1ccc2ccccc2c1,2-methylnaphthalene,0.000773151573524046,0.991011496503497,0.9999993069979217,11,
Cc1cccc2ccccc12,1-methylnaphthalene,0.0007722117932531937,1.0046056083916088,0.9999941827582021,11,
CCCCC(=O)CCCC,5-nonanone,0.0009843262140464058,0.8058846433566437,0.999998056992003,11,
CCCCCCCCCC,decane,0.0010931691595590172,0.7148080000000003,0.9999971824426249,11,
CCCCCCCCCO,1-nonanol,0.0008458548831315788,0.8141656223776227,0.9999979120436822,11,
O=C(O)CCCCC(=O)O,"1,6-hexanedioic acid",0.0013693179056831477,1.2445501818181823,0.9999891333743651,11,
CCOCCOC(C)(C)C,"2,2-dimethyl-3,6-dioxaoctane",0.0011462182096285245,0.8155566013986021,0.9999982643040172,11,
CCOC(OCC)C(C)C,"1,1-diethoxy-2-methylpropane",0.001214023662450819,0.8575438741258742,0.9999988946664825,11,
CCCC(OCC)OCC,"1,1-diethoxybutane",0.0011668948045556703,0.8640646013986018,0.9999987603296258,11,
CCCOCCOCCC,"1,2-dipropoxyethane",0.0010955997047136742,0.8217949230769236,0.9999987873972218,11,
COCCCCCCOC,"1,6-dimethoxyhexane",0.0009819019494859825,0.8395758041958046,0.9999994797032553,11,
CCCCOCCCOC,1-butoxy-3-methoxypropane,0.0010669276261132982,0.8247706853146859,0.9999988427148481,11,
CCCOC(C)OCCC,dipropyl acetal,0.0011542463870478279,0.8116166573426575,0.9999985843840814,11,
CCCCOCCOCC,1-butoxy-2-ethoxyethane,0.001101243141821465,0.8233147272727275,0.9999987169045534,11,
COC(CC(C)(C)C)OC,"butane, 1,1-dimethoxy-3,3-dimethyl-",0.001111083798696285,0.821027454545455,0.9999989544289782,11,
CC(C)OC(C)OC(C)C,"2,2'-[ethylidenebis(oxy)]bispropane",0.0012590478347559721,0.7927478461538465,0.9999974247061872,11,
CCOCCCCOCC,"butane, 1,4-diethoxy-",0.001089026225622819,0.8228890769230774,0.9999992238545486,11,
CCCOCCCCOC,1-methoxy-4-propoxybutane,0.001066870546673194,0.8276269930069928,0.9999988701920557,11,
CCOCCCCCOC,1-ethoxy-5-methoxypentane,0.0010670066557468987,0.8301870909090912,0.9999987277052212,11,
CCOCCOCC(C)C,1-ethoxy-2-(2-methylpropoxy)ethane,0.0011595696286356573,0.8125002237762242,0.9999981858747677,11,
C=C1CC1C,methylenemethylcyclopropane,0.0016233055101831382,0.7257728391608396,0.9999895757002597,11,
CC1OC1C,"trans-2,3-dimethyloxirane",0.001482695679654808,0.7861955944055946,0.9999947075081086,11,
C=C(C)OC,methyl isopropenyl ether,0.0016461863897393513,0.7403199720279723,0.9999742630091898,11,
C=CC#CCC,vinylethylacetylene,0.001312284645029173,0.731985216783217,0.9999976776572933,11,
CC1C=CCC1,3-methylcyclopentene,0.001397958513217582,0.7476414965034969,0.9999998991285469,11,
CC1CC=CC1,4-methylcyclopentene,0.001361679996457266,0.7511348951048956,0.9999992760886939,11,
C#CC(C)CC,"1-pentyne, 3-methyl-",0.0014049147236618416,0.6848499020979023,0.999996694203955,11,
C=CC(C)=CC,"3-methyl-1,3-pentadiene",0.0014039348555739775,0.7165777202797206,0.9999986136667673,11,
C=C1C(C)C1C,"cyclopropane, 1,2-dimethyl-3-methylene-",0.001316408323000426,0.7229036363636365,0.9999965717768333,11,
C1CC2(C1)CC2,spiro[2.3]hexane,0.0012845047421701187,0.8663192167832171,0.9999979065163449,11,
CC#CC(C)C,"2-pentyne, 4-methyl-",0.0013214553946521326,0.697292391608392,0.9999976372741302,11,
C=C/C=C\CC,"cis-1,3-hexadiene",0.0014217293671694906,0.6887506433566437,0.9999966521301389,11,
CC1=CCCC1,cis-1-methylcyclopentene,0.001278466429563815,0.7754721818181821,0.9999978975527675,11,
C=CC/C=C/C,"trans-1,4-hexadiene",0.0014772251820972275,0.6783345734265738,0.9999931647185633,11,
C=C/C(C)=C\C,"trans-3-methyl-1,3-pentadiene",0.0013368550142617917,0.6854509090909094,0.9999974634999853,11,
CC(C)=C1CC1,"cyclopropane, (1-methylethylidene)-",0.0012725573476737022,0.734736741258742,0.9999982003749434,11,
C#CC(C)(C)C,"3,3-dimethyl-1-butyne",0.0015206936682562206,0.6483855524475528,0.9999983031454144,11,
C=CC(=C)CC,"2-ethyl-1,3-butadiene",0.00144264812751476,0.6976166713286718,0.9999977183435803,11,
C=C(C)C=CC,"2-methyl-1,3-pentadiene",0.0013899535496566743,0.7032820419580423,0.9999960790573509,11,
C/C=C\C=C\C,"2,4-hexadiene, (E,Z)-",0.001336987216374331,0.7042353146853153,0.9999972812812374,11,
C=CC=C(C)C,"4-methyl-1,3-pentadiene",0.0013938810589931181,0.6989616923076926,0.9999970027218998,11,
C=C(C)C(=C)C,"2,3-dimethyl-1,3-butadiene",0.001444876807324856,0.7065994685314687,0.999995235047216,11,
CC1(C)C2CC21,"bicyclo[1.1.0]butane, 2,2-dimethyl-",0.0015699519128223346,0.8041203636363637,0.9999902662581663,11,
C1CC2CCC12,bicyclo[2.2.0]hexane,0.0011934290340955703,0.8046731328671335,0.9999985808043652,11,
C1CC2CC2C1,bicyclo[3.1.0]hexane,0.001283940597540284,0.8097971748251751,0.999997306010436,11,
C1CC1C1CC1,dicyclopropyl,0.0013060814558264252,0.7700392867132867,0.9999972208228609,11,
CC=C1CCC1,ethylidenecyclobutane,0.0013254164358508108,0.7483588951048953,0.9999970326431089,11,
C#CCC(C)C,isobutylacetylene,0.0014338203499309487,0.6852157062937067,0.9999979069107072,11,
C1CC2CC1C2,bicyclo[2.1.1]hexane,0.001219501603925183,0.8540513706293706,0.9999985108953664,11,
C#CCC(C)O,dl-1-pentyn-4-ol,0.00113944270803479,0.8776739720279725,0.9999986916288951,11,
C=CO/C=C\C,vinyl cis-propenyl ether,0.0014848492438181047,0.7761942657342662,0.9999946067860681,11,
C/C=C/C(C)=O,trans-4-oxo-2-pentene,0.0011558924649394315,0.8196707832167831,0.9999991747631827,11,
C=CC(=O)CC,ethyl vinyl ketone,0.0011627308823630028,0.827885804195804,0.9999996101164073,11,
C/C=C\C(C)=O,cis-4-oxo-2-pentene,0.0011558924649394315,0.8196707832167831,0.9999991747631827,11,
CC#CC(C)OC(C)C#CC,ethyl 1-propynyl ether,0.001334556864147318,0.811393188811189,0.9999972399114754,11,
C1=CCOCC1,dihydro-2H-pyran,0.0012196048229974328,0.8943479300699303,0.9999986198331063,11,
C1CC2OC2C1,"cyclopentene, oxide",0.0011493541516143565,0.9448590069930073,0.9999988641440027,11,
O=C1CCCC1,cyclopentanone,0.0010289174445390784,0.9297610069930069,0.9999787639933807,11,
C#CC(C)(C)O,dimethylethynylcarbinol,0.001242588427344625,0.8408022097902107,0.9999988848548498,11,
O=CC1CCC1,cyclobutylcarboxaldehyde,0.0010998789805266374,0.9156784055944058,0.999999189002246,11,
CC1C(C)C1C,"r-1,c-2,c-3-trimethylcyclopropane",0.0016126910763537752,0.7002966993006997,0.9999898144222412,11,
CCCC1CC1,"propane, 1-cyclopropyl-",0.0014279534296005804,0.6915965034965038,0.9999921371149054,11,
C=CCC(C)C,4-methyl-1-pentene,0.0015623370680060463,0.6441545174825177,0.9999884965902189,11,
CC=C(C)CC,3-methyl-2-pentene,0.0014900590870597402,0.6769040559440561,0.999995062719323,11,
C/C=C\C(C)C,4-methyl-cis-2-pentene,0.001563995390345703,0.6494608951048955,0.999989808516171,11,
C[C@H]1CC[C@@H]1C,"trans-1,2-dimethylcyclobutane",0.0014857086779322872,0.6843636643356645,0.9999949113013319,11,
CC1(C)CCC1,gem-dimethylcyclobutane,0.001419740798323645,0.7303997482517482,0.9999954981223342,11,
C=CC(C)CC,3-methyl-1-pentene,0.0015548362478953496,0.6481152307692312,0.9999773446626464,11,
CCC1CC1C,trans-1-ethyl-2-methylcyclopropane,0.0014674190888040322,0.6741219020979021,0.9999947420470456,11,
CC=CC(C)C,2-methyl-3-pentene,0.0015425002056427954,0.6476366853146854,0.9999779868209887,11,
CCC1CCC1,ethylcyclobutane,0.0013655515045248683,0.708985300699301,0.9999940351433625,11,
CC[C@@H]1C[C@@H]1C,"cyclopropane, 1-ethyl-2-methyl-, cis-",0.0013940320078400232,0.6956171608391611,0.9999962368259787,11,
CC1CC(C)C1,"cyclobutane, 1,3-dimethyl-, trans-",0.0014241897691396003,0.6825836643356644,0.9999958032612932,11,
C[C@H]1C[C@@H](C)C1,"cis-1,3-dimethylcyclobutane",0.0014495224608755796,0.6910238181818185,0.9999953232466547,11,
C[C@@H]1CC[C@@H]1C,"cis-1,2-dimethylcyclobutane",0.0013623301482842659,0.7226830209790212,0.9999968449169887,11,
CCC=CCC,3-hexene (cis-trans not specified),0.0015462289073743445,0.6589411748251751,0.9999933730252952,11,
C=CC(C)(C)C,"3,3-dimethyl-1-butene",0.0016734057921034971,0.6326690909090911,0.9999754454293547,11,
C1CCOCC1,tetrahydropyran,0.001170960066054064,0.8640856503496508,0.9999951614484609,11,
C=CC(C)(C)O,vinyldimethylcarbinol,0.0012784068264713557,0.8056775524475525,0.999998782252987,11,
CC=COCC,trans-1-ethoxypropene,0.0014793062459119463,0.753636517482518,0.9999953716598562,11,
CC=CCCO,3-penten-1-ol,0.001100439388304007,0.8312202097902098,0.9999986808071946,11,
C/C=C(/C)OC,trans-2-methoxy-2-butene,0.0015086856483551743,0.7504319860139864,0.9999945416296179,11,
CC=C(C)OC,"ether, methyl 1-methylpropenyl, (E)-",0.0015086856483551743,0.7504319860139864,0.9999945416296179,11,
CC=CC(C)O,3-penten-2-ol,0.001224008068025477,0.8349006853146856,0.999998142193871,11,
